change_type,path,baseline_sha256,baseline_size_bytes,baseline_mode,current_sha256,current_size_bytes,current_mode
modified,Makefile,dc938c25f1cb7ab0ddad1dc2d7e4d64e31e10f21ee64f5ecad56ce1f1d7b63aa,17554,0o644,688cb468400a224cefeb2f0d27db9c59e05aa4d21f9dcc77b740eb01493ea5e4,18051,0o644
added,governance/convergence/post-refactor-231-adoption-ledger.csv,n/a,n/a,n/a,ca8d34cd834ff16b75021d155a8bb4e255fc38b3c97534677248120b5e343291,31959921,0o644
added,governance/convergence/post-refactor-231-all-history-module-audit.csv,n/a,n/a,n/a,d76c195a1250c70e5ed121c0cc61d55de3db5079252755a2fff71668561bdf9d,371619,0o644
added,governance/convergence/post-refactor-231-all-history-second-order-audit.md,n/a,n/a,n/a,e32622bc7cc2a4a5fa4d16e2a7aa61edb0f08f944d305e1a4f93b739c792a28a,516,0o644
added,governance/convergence/post-refactor-231-all-history-summary.json,n/a,n/a,n/a,6a9a2e985718d53bfa349c6c9f9fd5ab9ef55d6dbd7df5a2808444377a2b11bf,489,0o644
added,governance/convergence/post-refactor-231-all-history-surface-audit.csv,n/a,n/a,n/a,a877d8be18ff343d4cf1fed16f4a638cd7f9bb6642d8e84fd0475d232e68bf00,18807317,0o644
added,governance/convergence/post-refactor-231-all-history-symbol-index.csv,n/a,n/a,n/a,8ec63912cbe5153594038731f5e7099d8a5727514367fb2aad42190383db7a89,14560769,0o644
added,governance/convergence/post-refactor-231-architecture.md,n/a,n/a,n/a,cf92e484e78090e23c127251b95552e93d3a67ad14d5bdb74e8568cbf22a76c0,871,0o644
added,governance/convergence/post-refactor-231-archive-accountability.csv,n/a,n/a,n/a,9a26168ff6704b62674c387e931eea33a3587381f720ba11fa9e7e97d72373f6,5170,0o644
added,governance/convergence/post-refactor-231-baseline-files.csv,n/a,n/a,n/a,a651ade4b116a3b940adbf5d8a42bf5eee5ea99dab9a1d62ab3603e5f8a99fa7,410268,0o644
added,governance/convergence/post-refactor-231-directories.csv,n/a,n/a,n/a,93a880a2d785e116564c376a09d7efddfa21d350f8e854cec363a108d4ef5e9b,1512695,0o644
added,governance/convergence/post-refactor-231-evidence-summary.json,n/a,n/a,n/a,38c3188a3a9c7183d8e15532fcbfb5980f70258697ca9bb47d295fc5320e7e5b,657,0o644
added,governance/convergence/post-refactor-231-module-audit.csv,n/a,n/a,n/a,8569151def633ed3ce10c876c7cc8f818e5e53b0302ca6c2cd39d9fd4becce89,126570,0o644
added,governance/convergence/post-refactor-231-omission-audit.md,n/a,n/a,n/a,ebe55df83a9a8b36826119810e884985c4a8cc9017b96288f899d4b36aacfdef,650,0o644
added,governance/convergence/post-refactor-231-operator-runbook.md,n/a,n/a,n/a,23f03c2de3428db56a7f6983cc7e923c959271437545393f1d27227f367d821e,509,0o644
added,governance/convergence/post-refactor-231-peer-synthesis.md,n/a,n/a,n/a,0a27f364bf1186b603aaccb9518554143314d54f44b710938dc6d8632d104a22,885,0o644
added,governance/convergence/post-refactor-231-security-model.md,n/a,n/a,n/a,51ad436766e306d5e2871ad2a939e617882b39d62669bc60a3d412d6925dee18,849,0o644
added,governance/convergence/post-refactor-231-state-machines.md,n/a,n/a,n/a,b3d03c1f8c3f8cab2ad873984e6b9def619c35bf41b9e6841c9a3e8a8f1b28f3,775,0o644
