wave,donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,implementation_surfaces,test_surfaces,layers,current_outcome,current_product_surfaces,surface_sha256
230,Hiddify-Manager-dev,.github,10,0,0,0,0,repository-administration,accounted-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,b69461d65e6373ec69220a47412e30afedab3b17cc30f748aae80939701ebd92
230,Hiddify-Manager-dev,.vscode,3,3,0,0,0,configuration,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,84aa8f50d6d2ec5806de76173db1ebe8577aeeae22f5e98fd776fdbe24f706f7
230,Hiddify-Manager-dev,acme.sh,6,6,0,0,0,script,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,2542d627aca783146cebf04f71ab3da43ed966ed74495a5be8cc80d7ba7c5b85
230,Hiddify-Manager-dev,btn-deploy,17,17,0,3,0,configuration;deployment;implementation,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,a27c45a3009ac9128a694c27e6f2a22bcb8aebc878ef0ca9635c8dbd0db38263
230,Hiddify-Manager-dev,common/__pycache__,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,44571599b8c5e7bf4098ab7c07cb1ad386c58bcc016522d488fcebfc1d7afe62
230,Hiddify-Manager-dev,common/add_remote_assistant.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,084b90082786b3c4fec78921b8e0fbe20e2038d220063a3507ce3c854a8e3fca
230,Hiddify-Manager-dev,common/change_dns.py,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,560c8567daff72c7f1522c94197af1ef461bf2aa761486f422575b18354d2db8
230,Hiddify-Manager-dev,common/commander.py,1,1,0,1,0,implementation,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,3797707849b1c89cfed56550317b6e32c6085e5ec92fbc7226eaaffbc0b0e983
230,Hiddify-Manager-dev,common/daily_actions.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,b41728bab21ba0e24dcadb4d8f60291ee3685171b3a743b067d2bc269fa94cc4
230,Hiddify-Manager-dev,common/docker-installer.sh,1,1,0,0,0,script,reviewed-superseded-or-reference,Operations/Health/Rules/Profiles where focused; otherwise governance,0587ca1f96403b102704473535707564ed9cc94509275d76746fec0e00459f6f
