wave,donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,bytes
234,outline_apps,go.mod,1,0,0,3838
234,outline_apps,go.sum,1,0,0,32047
234,outline_apps,infrastructure/AGENTS.md,1,0,0,1849
234,outline_apps,infrastructure/build,6,0,0,13430
234,outline_apps,infrastructure/crypto.ts,1,1,0,1422
234,outline_apps,infrastructure/custom_error.ts,1,1,0,1009
234,outline_apps,infrastructure/hex_encoding.ts,1,1,0,978
234,outline_apps,infrastructure/i18n.spec.ts,1,1,0,2555
234,outline_apps,infrastructure/i18n.ts,1,1,0,3534
234,outline_apps,infrastructure/memory_storage.ts,1,1,0,1225
234,outline_apps,infrastructure/net.spec.ts,1,1,0,1839
234,outline_apps,infrastructure/net.ts,1,1,0,1339
234,outline_apps,infrastructure/package.json,1,1,0,563
234,outline_apps,infrastructure/path_api.spec.ts,1,1,0,2300
234,outline_apps,infrastructure/path_api.ts,1,1,0,4650
234,outline_apps,infrastructure/sentry.spec.ts,1,1,0,947
234,outline_apps,infrastructure/sentry.ts,1,1,0,1290
234,outline_apps,infrastructure/sleep.ts,1,1,0,709
234,outline_apps,infrastructure/test.action.sh,1,1,0,869
234,outline_apps,infrastructure/timeout_promise.ts,1,1,0,1188
234,outline_apps,infrastructure/tsconfig.json,1,1,0,384
234,outline_apps,infrastructure/value_stream.spec.ts,1,1,0,3037
234,outline_apps,infrastructure/value_stream.ts,1,1,0,1935
234,outline_apps,list.action.mjs,1,0,0,1392
234,outline_apps,package-lock.json,1,1,0,2604574
234,outline_apps,package.json,1,1,0,1730
234,outline_apps,server_manager/AGENTS.md,1,0,0,2966
234,outline_apps,server_manager/README.md,1,0,0,3344
234,outline_apps,server_manager/base.webpack.js,1,1,0,3770
234,outline_apps,server_manager/browser.webpack.js,1,1,0,938
234,outline_apps,server_manager/cloud,2,2,0,35039
234,outline_apps,server_manager/css-in-js-rtl-loader.js,1,1,0,1700
234,outline_apps,server_manager/electron,31,16,0,689826
234,outline_apps,server_manager/electron_and_karma_chromium.spec.ts,1,1,0,1719
234,outline_apps,server_manager/electron_main.webpack.mjs,1,0,0,1546
234,outline_apps,server_manager/electron_preload.webpack.mjs,1,0,0,1347
234,outline_apps,server_manager/electron_renderer.webpack.js,1,1,0,943
234,outline_apps,server_manager/images,46,0,0,3219122
234,outline_apps,server_manager/index.html,1,1,1,1748
234,outline_apps,server_manager/install_scripts,5,5,0,36741
234,outline_apps,server_manager/messages,67,67,0,2305403
234,outline_apps,server_manager/model,7,7,0,25799
234,outline_apps,server_manager/package.json,1,1,0,4873
234,outline_apps,server_manager/test.action.sh,1,1,0,1008
234,outline_apps,server_manager/tsconfig.json,1,1,0,466
234,outline_apps,server_manager/types,3,3,0,3353
234,outline_apps,server_manager/www,85,82,21,958151
234,outline_apps,third_party/jsign,4,0,0,14529
234,outline_apps,third_party/newtonsoft,3,0,0,663955
234,outline_apps,third_party/sentry-android,2,0,0,1943
234,outline_apps,third_party/tap-windows6,62,30,0,884485
234,outline_apps,tools.go,1,1,0,915
234,outline_tun2socks_demo,.gitignore,1,0,0,225
234,outline_tun2socks_demo,.idea/.gitignore,1,0,0,47
234,outline_tun2socks_demo,.idea/compiler.xml,1,1,0,169
234,outline_tun2socks_demo,.idea/gradle.xml,1,1,0,731
234,outline_tun2socks_demo,.idea/inspectionProfiles,1,1,0,2331
234,outline_tun2socks_demo,.idea/kotlinc.xml,1,1,0,176
234,outline_tun2socks_demo,.idea/misc.xml,1,1,0,409
234,outline_tun2socks_demo,.idea/vcs.xml,1,1,0,180
234,outline_tun2socks_demo,README.md,1,0,0,135
234,outline_tun2socks_demo,app/.gitignore,1,0,0,6
234,outline_tun2socks_demo,app/build.gradle.kts,1,1,0,2183
234,outline_tun2socks_demo,app/libs,1,0,0,7989025
234,outline_tun2socks_demo,app/proguard-rules.pro,1,1,0,750
234,outline_tun2socks_demo,app/src,29,19,3,73577
234,outline_tun2socks_demo,build.gradle.kts,1,1,0,241
234,outline_tun2socks_demo,gradle.properties,1,1,0,1358
234,outline_tun2socks_demo,gradle/wrapper,2,1,0,59433
234,outline_tun2socks_demo,gradlew,1,0,0,5588
234,outline_tun2socks_demo,gradlew.bat,1,1,0,2674
234,outline_tun2socks_demo,settings.gradle.kts,1,1,0,345
234,proofmode_android,.github/dependabot.yml,1,1,0,528
234,proofmode_android,.gitignore,1,0,0,677
234,proofmode_android,.gitlab-ci.yml,1,1,0,835
234,proofmode_android,.idea/compiler.xml,1,1,0,169
234,proofmode_android,.idea/gradle.xml,1,1,0,880
234,proofmode_android,.idea/misc.xml,1,1,0,251
234,proofmode_android,.idea/vcs.xml,1,1,0,167
234,proofmode_android,.travis.yml,1,1,0,1429
234,proofmode_android,.tx/config,1,0,0,3255
234,proofmode_android,LICENSE,1,0,0,35141
234,proofmode_android,OFL-Inter-Font.txt,1,0,0,4470
234,proofmode_android,README.md,1,0,0,4724
234,proofmode_android,_config.yml,1,1,0,27
234,proofmode_android,android-libproofcam/build.gradle.kts,1,1,0,2298
234,proofmode_android,android-libproofcam/proguard-rules.pro,1,1,0,755
234,proofmode_android,android-libproofcam/src,78,75,0,239072
234,proofmode_android,android-libproofmode/.gitignore,1,0,0,7
234,proofmode_android,android-libproofmode/build.gradle,1,1,0,4243
234,proofmode_android,android-libproofmode/proguard-rules.pro,1,1,0,998
234,proofmode_android,android-libproofmode/src,56,47,0,522170
234,proofmode_android,android-nostr/build.gradle,1,1,0,2507
234,proofmode_android,android-nostr/proguard-rules.pro,1,1,0,216
234,proofmode_android,android-nostr/src,4,4,0,16223
234,proofmode_android,android-opentimestamps/build.gradle,1,1,0,2113
234,proofmode_android,android-opentimestamps/src,48,48,0,196648
234,proofmode_android,app/.gitignore,1,0,0,7
234,proofmode_android,app/build.gradle.kts,1,1,0,7496
234,proofmode_android,app/libs,1,0,0,21
234,proofmode_android,app/proguard-rules.pro,1,1,0,6608
234,proofmode_android,app/src,217,153,32,2567899
234,proofmode_android,art/ProofMode-feature-graphic.png,1,0,0,80348
234,proofmode_android,art/ic_assignment_white_48dp,11,1,0,5329
234,proofmode_android,art/ic_gps_fixed_white_48dp,11,1,0,14656
234,proofmode_android,art/ic_photo_filter_white_48dp,11,1,0,6787
234,proofmode_android,art/proofmode-logo.png,1,0,0,119018
234,proofmode_android,art/proofmode-logo.svg,1,0,0,1921
234,proofmode_android,art/proofmode512.png,1,0,0,11965
234,proofmode_android,art/proofmodegrey.png,1,0,0,6345
234,proofmode_android,art/proofmodewhite.png,1,0,0,4617
234,proofmode_android,art/res,5,0,0,50173
234,proofmode_android,art/screens,12,0,0,486766
234,proofmode_android,art/web_hi_res_512.png,1,0,0,63641
234,proofmode_android,build.gradle,1,1,0,1134
234,proofmode_android,docs/ProofMode2020.pdf,1,0,0,3951306
234,proofmode_android,docs/cawg-support.md,1,0,0,108
234,proofmode_android,docs/filebase-integration.md,1,0,0,3912
234,proofmode_android,docs/frida-hardening.md,1,0,0,23020
234,proofmode_android,docs/index.md,1,0,0,19
234,proofmode_android,docs/verify.sh,1,1,0,588
234,proofmode_android,fastlane/android,21,0,0,3909828
234,proofmode_android,gp-code-of-conduct.md,1,0,0,3237
234,proofmode_android,gradle.properties,1,1,0,1164
234,proofmode_android,gradle/libs.versions.toml,1,1,0,9962
234,proofmode_android,gradle/wrapper,2,1,0,53955
234,proofmode_android,gradlew,1,0,0,4971
234,proofmode_android,gradlew.bat,1,1,0,4971
234,proofmode_android,make-release-build,1,0,0,2503
234,proofmode_android,samples/sample-proof-1,21,0,0,6133054
234,proofmode_android,secrets.defaults.properties,1,1,0,540
234,proofmode_android,settings.gradle,1,1,0,326
234,proxybridge,.github/FUNDING.yml,1,1,0,87
234,proxybridge,.github/ISSUE_TEMPLATE,3,3,0,5552
234,proxybridge,.github/PULL_REQUEST_TEMPLATE.md,1,0,0,3848
234,proxybridge,.github/workflows,6,6,0,28286
234,proxybridge,.gitignore,1,0,0,1649
234,proxybridge,CODE_OF_CONDUCT.md,1,0,0,7147
234,proxybridge,CONTRIBUTING.md,1,0,0,19667
234,proxybridge,LICENSE,1,0,0,1082
234,proxybridge,Linux/README.md,1,0,0,22889
234,proxybridge,Linux/build.sh,1,1,0,2568
234,proxybridge,Linux/cli,2,2,0,16690
234,proxybridge,Linux/deploy.sh,1,1,0,10244
234,proxybridge,Linux/gui,7,7,0,58036
234,proxybridge,Linux/setup.sh,1,1,0,7322
234,proxybridge,Linux/src,3,3,0,96952
234,proxybridge,MacOS/ProxyBridge,34,22,0,1580496
234,proxybridge,MacOS/README.md,1,0,0,17047
234,proxybridge,README.md,1,0,0,8804
234,proxybridge,SECURITY.md,1,0,0,9628
234,proxybridge,Windows/README.md,1,0,0,18659
234,proxybridge,Windows/cli,3,2,0,27790
234,proxybridge,Windows/compile.ps1,1,1,0,12076
234,proxybridge,Windows/gui,37,32,14,476229
234,proxybridge,Windows/installer,1,0,0,3730
234,proxybridge,Windows/src,2,2,0,106713
234,proxybridge,img/ProxyBridge-linux.png,1,0,0,396035
234,proxybridge,img/ProxyBridge-mac.png,1,0,0,203924
234,proxybridge,img/ProxyBridge.png,1,0,0,182253
234,proxybridge,img/ProxyBridge_CLI-linux.png,1,0,0,4319937
234,proxybridge,img/ProxyBridge_CLI.png,1,0,0,1587029
234,proxybridge,img/flow.png,1,0,0,65244
234,proxybridge,img/flow1.png,1,0,0,28862
234,proxybridge,img/logo.png,1,0,0,2127780
234,proxybridge,img/proxy-rule-linux.png,1,0,0,60801
234,proxybridge,img/proxy-rule-mac.png,1,0,0,62884
234,proxybridge,img/proxy-rule.png,1,0,0,45158
234,proxybridge,img/proxy-rule2-linux.png,1,0,0,64262
234,proxybridge,img/proxy-rule2-mac.png,1,0,0,47700
234,proxybridge,img/proxy-rule2.png,1,0,0,46369
234,proxybridge,img/proxy-setting-linux.png,1,0,0,61104
234,proxybridge,img/proxy-setting-mac.png,1,0,0,63737
234,proxybridge,img/proxy-setting.png,1,0,0,69329
234,simplednscrypt,.editorconfig,1,0,0,52
234,simplednscrypt,.github/FUNDING.yml,1,1,0,104
234,simplednscrypt,.gitignore,1,0,0,4832
234,simplednscrypt,Contributors.md,1,0,0,657
234,simplednscrypt,LICENSE.md,1,0,0,1105
234,simplednscrypt,README.md,1,0,0,9483
234,simplednscrypt,SimpleDnsCrypt.sln,1,0,0,2155
234,simplednscrypt,SimpleDnsCrypt/App.config,1,1,0,4468
234,simplednscrypt,SimpleDnsCrypt/App.xaml,1,1,1,1460
234,simplednscrypt,SimpleDnsCrypt/App.xaml.cs,1,1,0,150
234,simplednscrypt,SimpleDnsCrypt/AppBootstrapper.cs,1,1,0,3121
234,simplednscrypt,SimpleDnsCrypt/AppWindowManager.cs,1,1,0,1975
234,simplednscrypt,SimpleDnsCrypt/Config,1,1,0,4035
234,simplednscrypt,SimpleDnsCrypt/Controls,3,3,1,5700
234,simplednscrypt,SimpleDnsCrypt/Converters,22,22,0,16711
234,simplednscrypt,SimpleDnsCrypt/DNSx64,1,0,0,11227136
234,simplednscrypt,SimpleDnsCrypt/DNSx86,1,0,0,10695680
234,simplednscrypt,SimpleDnsCrypt/Extensions,3,3,0,3055
234,simplednscrypt,SimpleDnsCrypt/FodyWeavers.xml,1,1,0,178
234,simplednscrypt,SimpleDnsCrypt/FodyWeavers.xsd,1,0,0,6618
234,simplednscrypt,SimpleDnsCrypt/Helper,15,15,0,51868
234,simplednscrypt,SimpleDnsCrypt/Images,2,0,0,390860
234,simplednscrypt,SimpleDnsCrypt/LogMode.cs,1,1,0,214
234,simplednscrypt,SimpleDnsCrypt/Logger,1,1,0,633
234,simplednscrypt,SimpleDnsCrypt/Models,16,16,0,38224
234,simplednscrypt,SimpleDnsCrypt/Properties,6,3,0,25634
234,simplednscrypt,SimpleDnsCrypt/Resources,57,2,1,1121717
234,simplednscrypt,SimpleDnsCrypt/SimpleDnsCrypt.csproj,1,0,0,25094
234,simplednscrypt,SimpleDnsCrypt/Styles,6,6,6,5392
234,simplednscrypt,SimpleDnsCrypt/ViewModels,16,16,0,145343
234,simplednscrypt,SimpleDnsCrypt/Views,10,10,10,258576
234,simplednscrypt,SimpleDnsCrypt/Windows,12,12,6,13758
234,simplednscrypt,SimpleDnsCrypt/dnscrypt-proxy,2,1,0,2795
234,simplednscrypt,Uninstall/App.config,1,1,0,178
234,simplednscrypt,Uninstall/Program.cs,1,1,0,6717
234,simplednscrypt,Uninstall/Properties,2,1,0,1555
234,simplednscrypt,Uninstall/Uninstall.csproj,1,0,0,4123
234,simplednscrypt,Uninstall/simplednscrypt.ico,1,0,0,370070
234,simplednscrypt,img/icons,8,0,0,115323
234,simplednscrypt,img/logo_with_text.png,1,0,0,36164
234,simplednscrypt,img/old,8,0,0,420739
234,simplednscrypt,img/preview,12,0,0,500358
234,simplednscrypt,img/simplednscrypt_256.png,1,0,0,48745
234,simplednscrypt,minisign.pub,1,0,0,131
234,simplednscrypt,update.yml,1,1,0,382
234,simplednscrypt,update64.yml,1,1,0,388
234,skivpn,.github/ISSUE_TEMPLATE,2,2,0,4476
234,skivpn,.gitignore,1,0,0,1058
234,skivpn,AGENTS.md,1,0,0,9767
234,skivpn,LICENSE,1,0,0,35149
234,skivpn,README.md,1,0,0,464
234,skivpn,SECURITY.md,1,0,0,298
234,skivpn,analysis_options.yaml,1,1,0,1531
234,skivpn,android/.gitignore,1,0,0,84
234,skivpn,android/app,26,17,0,78522
234,skivpn,android/build.gradle.kts,1,1,0,2314
234,skivpn,android/gradle,2,0,0,53839
234,skivpn,android/gradle.properties,1,1,0,234
234,skivpn,android/key.properties,1,1,0,324
234,skivpn,android/libclash,2,1,0,244
234,skivpn,android/settings.gradle.kts,1,1,0,793
234,skivpn,assets/datas,2,0,0,5642758
234,skivpn,assets/fonts,1,0,0,759852
234,skivpn,assets/images,6,0,0,373088
234,skivpn,assets/txts,2,0,0,87
234,skivpn,bind/apple,7,5,0,7603914
234,skivpn,build.yaml,1,1,0,273
234,skivpn,devtools_options.yaml,1,1,0,30
234,skivpn,distribute_options.yaml,1,1,0,812
234,skivpn,ios/.gitignore,1,0,0,569
234,skivpn,ios/Flutter,3,3,0,936
234,skivpn,ios/Podfile,1,0,0,1538
234,skivpn,ios/Podfile.lock,1,0,0,3984
234,skivpn,ios/Runner,36,9,0,167594
234,skivpn,ios/Runner.xcodeproj,5,1,0,63712
234,skivpn,ios/Runner.xcworkspace,3,1,0,688
234,skivpn,ios/skiService,3,3,0,1045
234,skivpn,ios/skiWidget,12,11,0,25967
234,skivpn,ios/skiWidgetExtension.entitlements,1,1,0,297
234,skivpn,lib/app,53,53,53,296771
234,skivpn,lib/builders,1,1,1,891
234,skivpn,lib/generated,1,0,0,216
234,skivpn,lib/i18n,17,17,9,376833
234,skivpn,lib/main.dart,1,1,1,16263
234,skivpn,lib/screens,42,42,42,443820
234,skivpn,linux/.gitignore,1,0,0,18
234,skivpn,linux/CMakeLists.txt,1,0,0,5575
234,skivpn,linux/flutter,4,2,0,6193
234,skivpn,linux/main.cc,1,1,0,180
234,skivpn,linux/my_application.cc,1,1,0,4591
234,skivpn,linux/my_application.h,1,1,0,388
234,skivpn,linux/packaging,3,3,0,947
234,skivpn,logo-round-macos.png,1,0,0,49372
234,skivpn,logo-round.png,1,0,0,32650
234,skivpn,logo-round_grey.png,1,0,0,26052
234,skivpn,logo-trans.png,1,0,0,20967
234,skivpn,logo.png,1,0,0,32235
234,skivpn,macos/.gitignore,1,0,0,105
234,skivpn,macos/Flutter,3,3,0,2213
234,skivpn,macos/Podfile,1,0,0,1753
234,skivpn,macos/Podfile.lock,1,0,0,5078
234,skivpn,macos/Runner,17,9,0,136742
234,skivpn,macos/Runner.xcodeproj,4,1,0,57067
234,skivpn,macos/Runner.xcworkspace,3,1,0,643
234,skivpn,macos/packaging,2,2,0,415
234,skivpn,macos/skiService,3,3,0,1249
234,skivpn,macos/skiServiceSE,4,4,0,1477
234,skivpn,pkg_android.bat,1,1,0,627
234,skivpn,pkg_android_aab.bat,1,1,0,387
234,skivpn,pkg_macos.txt,1,0,0,88
234,skivpn,pubspec.lock,1,0,0,43547
234,skivpn,pubspec.yaml,1,1,0,3263
234,skivpn,windows/.gitignore,1,0,0,291
234,skivpn,windows/CMakeLists.txt,1,0,0,5808
234,skivpn,windows/flutter,4,2,0,7220
234,skivpn,windows/packaging,2,1,0,9906
234,skivpn,windows/runner,12,8,0,196443
234,tor_atlas,.gitignore,1,0,0,74
234,tor_atlas,LICENSE,1,0,0,1309
234,tor_atlas,Readme.rst,1,0,0,403
234,tor_atlas,css/atlas.css,1,1,1,1445
234,tor_atlas,css/bootstrap.min.css,1,1,1,121200
234,tor_atlas,css/font-awesome.min.css,1,1,1,30999
234,tor_atlas,css/prism.css,1,1,1,3065
234,tor_atlas,fonts/EOT,12,0,0,950392
234,tor_atlas,fonts/FontAwesome.otf,1,0,0,134808
234,tor_atlas,fonts/OTF,12,0,0,1854952
234,tor_atlas,fonts/TTF,12,0,0,2376672
234,tor_atlas,fonts/WOFF,24,0,0,2026584
234,tor_atlas,fonts/WOFF2,24,0,0,1572464
234,tor_atlas,fonts/fontawesome-webfont.eot,1,0,0,165742
234,tor_atlas,fonts/fontawesome-webfont.svg,1,0,0,444379
234,tor_atlas,fonts/fontawesome-webfont.ttf,1,0,0,165548
234,tor_atlas,fonts/fontawesome-webfont.woff,1,0,0,98024
234,tor_atlas,fonts/fontawesome-webfont.woff2,1,0,0,77160
234,tor_atlas,fonts/glyphicons-halflings-regular.eot,1,0,0,20127
234,tor_atlas,fonts/glyphicons-halflings-regular.svg,1,0,0,108738
234,tor_atlas,fonts/glyphicons-halflings-regular.ttf,1,0,0,45404
234,tor_atlas,fonts/glyphicons-halflings-regular.woff,1,0,0,23424
234,tor_atlas,fonts/glyphicons-halflings-regular.woff2,1,0,0,18028
234,tor_atlas,fonts/source-sans-pro.css,1,1,1,5718
234,tor_atlas,images/ajax-loader.gif,1,0,0,3208
234,tor_atlas,images/android-icon.png,1,0,0,19049
234,tor_atlas,images/apple-touch-icon-152x152.png,1,0,0,19049
234,tor_atlas,images/collector-logo.png,1,0,0,90241
234,tor_atlas,images/favicon.ico,1,0,0,1150
234,tor_atlas,images/largetile.png,1,0,0,19049
234,tor_atlas,images/mediumtile.png,1,0,0,19049
234,tor_atlas,images/networkchurn.png,1,0,0,98625
234,tor_atlas,images/oxford-anonymous-internet.png,1,0,0,106499
234,tor_atlas,images/smalltile.png,1,0,0,19049
234,tor_atlas,images/tor-metrics-white.png,1,0,0,4700
234,tor_atlas,images/tor-metrics-white@2x.png,1,0,0,10874
234,tor_atlas,images/uncharted-data-flow.png,1,0,0,216896
234,tor_atlas,images/uptimes.jpg,1,0,0,53484
234,tor_atlas,images/widetile.png,1,0,0,9857
234,tor_atlas,img/atlas.png,1,0,0,3261
234,tor_atlas,img/atlas.xcf,1,0,0,14206
234,tor_atlas,img/cc,274,0,0,120884
234,tor_atlas,img/favicon.ico,1,0,0,1150
234,tor_atlas,img/flags,30,0,0,10973
234,tor_atlas,img/glyphicons-halflings-white.png,1,0,0,4352
234,tor_atlas,img/glyphicons-halflings.png,1,0,0,4352
234,tor_atlas,img/no-data-available.png,1,0,0,9614
234,tor_atlas,img/noscript.png,1,0,0,943
234,tor_atlas,index.html,1,1,1,11144
234,tor_atlas,js/app.build.js,1,1,0,420
234,tor_atlas,js/app.js,1,1,0,311
234,tor_atlas,js/boilerplate.js,1,1,0,204
234,tor_atlas,js/collections,2,2,0,9949
234,tor_atlas,js/fallback_dir.js,1,1,0,6845
234,tor_atlas,js/helpers.js,1,1,0,7173
234,tor_atlas,js/jquery.cookieBar.js,1,1,0,2820
234,tor_atlas,js/libs,16,15,0,532047
234,tor_atlas,js/main.js,1,1,0,1538
234,tor_atlas,js/models,3,3,0,24646
234,tor_atlas,js/router.js,1,1,0,11487
234,tor_atlas,js/views,5,5,5,31531
234,tor_atlas,json/countries.topo.json,1,1,0,211921
234,tor_atlas,scripts/fallback_dir.py,1,1,0,669
234,tor_atlas,templates/aggregate,2,2,2,11293
234,tor_atlas,templates/details,3,3,3,24229
234,tor_atlas,templates/search,2,2,2,14912
234,tor_metrics_library,.gitignore,1,0,0,144
234,tor_metrics_library,.gitlab-ci.yml,1,1,0,1252
234,tor_metrics_library,.gitmodules,1,0,0,132
234,tor_metrics_library,CHANGELOG.md,1,0,0,19035
234,tor_metrics_library,CONTRIB.md,1,0,0,10016
234,tor_metrics_library,LICENSE,1,0,0,118251
234,tor_metrics_library,README.md,1,0,0,4605
234,tor_metrics_library,build.xml,1,1,0,2399
234,tor_metrics_library,lib/.gitignore,1,0,0,14
234,tor_metrics_library,src/main,100,100,1,617768
234,tor_metrics_library,src/test,80,67,0,32261385
234,whitedns_android,.gitattributes,1,0,0,17
234,whitedns_android,.github/workflows,2,2,0,6590
234,whitedns_android,.gitignore,1,0,0,194
234,whitedns_android,.gitmodules,1,0,0,151
234,whitedns_android,CLA.md,1,0,0,1217
234,whitedns_android,CONTRIBUTING.md,1,0,0,1351
234,whitedns_android,LICENSE.MD,1,0,0,2648
234,whitedns_android,Makefile,1,1,0,3583
234,whitedns_android,README.md,1,0,0,4664
234,whitedns_android,THIRD_PARTY_NOTICES.md,1,0,0,3697
234,whitedns_android,TRADEMARK.MD,1,0,0,977
234,whitedns_android,app/.gitignore,1,0,0,6
234,whitedns_android,app/build.gradle.kts,1,1,0,2939
234,whitedns_android,app/proguard-rules.pro,1,1,0,49
234,whitedns_android,app/src,100,65,4,47039689
234,whitedns_android,build.gradle.kts,1,1,0,149
234,whitedns_android,docs/STORMDNS_UPSTREAM_POLICY.md,1,0,0,2142
234,whitedns_android,docs/superpowers,2,0,0,77723
234,whitedns_android,gradle.properties,1,1,0,134
234,whitedns_android,gradle/gradle-daemon-jvm.properties,1,1,0,1138
234,whitedns_android,gradle/libs.versions.toml,1,1,0,727
234,whitedns_android,gradle/wrapper,2,1,0,43874
234,whitedns_android,gradlew,1,0,0,8762
234,whitedns_android,gradlew.bat,1,1,0,2872
234,whitedns_android,scripts/check-stormdns-boundary.sh,1,1,0,724
234,whitedns_android,settings.gradle.kts,1,1,0,328
234,whitedns_android,third_party/fonts,2,0,0,4785
234,whitedns_cleanip,.github/workflows,1,1,0,9658
234,whitedns_cleanip,.gitignore,1,0,0,898
234,whitedns_cleanip,.idea/.gitignore,1,0,0,47
234,whitedns_cleanip,.idea/go-port.iml,1,0,0,405
234,whitedns_cleanip,.idea/markdown.xml,1,1,0,307
234,whitedns_cleanip,.idea/misc.xml,1,1,0,184
234,whitedns_cleanip,.idea/modules.xml,1,1,0,266
234,whitedns_cleanip,.idea/studiobot.xml,1,1,0,183
234,whitedns_cleanip,.idea/vcs.xml,1,1,0,167
234,whitedns_cleanip,.vscode/settings.json,1,1,0,277
234,whitedns_cleanip,IranASNs/filtered_ipv4.csv,1,0,0,4601876
234,whitedns_cleanip,IranASNs/filtered_ipv6.csv,1,0,0,90020
234,whitedns_cleanip,NMAP_BUNDLING.md,1,0,0,4423
234,whitedns_cleanip,README.fa.md,1,0,0,9131
234,whitedns_cleanip,README.md,1,0,0,8378
234,whitedns_cleanip,android/README.md,1,0,0,5441
234,whitedns_cleanip,android/app,28,17,7,423021
234,whitedns_cleanip,android/build.gradle.kts,1,1,0,142
234,whitedns_cleanip,android/gradle,1,0,0,250
234,whitedns_cleanip,android/gradle.properties,1,1,0,114
234,whitedns_cleanip,android/settings.gradle.kts,1,1,0,382
234,whitedns_cleanip,asn_ip_expander.py,1,1,0,260
234,whitedns_cleanip,assets/app-icon-source.png,1,0,0,928546
234,whitedns_cleanip,assets/cf-domains.txt,1,0,0,39286
234,whitedns_cleanip,build-aar.ps1,1,1,0,2090
234,whitedns_cleanip,build_cross_platform.ps1,1,1,0,13289
234,whitedns_cleanip,cmd/asn_stats,1,1,0,908
234,whitedns_cleanip,cmd/asn_test_comparison,1,1,0,985
234,whitedns_cleanip,cmd/compare,1,1,0,3894
234,whitedns_cleanip,cmd/python_like_asn_stats,1,1,0,921
234,whitedns_cleanip,cmd/whitedns,3,2,0,77582
234,whitedns_cleanip,config maker/config_maker.py,1,1,0,19603
234,whitedns_cleanip,cores/__init__.py,1,1,0,0
234,whitedns_cleanip,cores/adaptive_throttle.py,1,1,0,14305
234,whitedns_cleanip,cores/autotuner.py,1,1,0,50454
234,whitedns_cleanip,cores/desync_core.py,1,1,0,11031
234,whitedns_cleanip,cores/desync_scanner.py,1,1,0,8257
234,whitedns_cleanip,cores/http_scanner.py,1,1,0,27682
234,whitedns_cleanip,cores/mmdf_engine.py,1,1,0,28718
234,whitedns_cleanip,cores/nmap_resolver.py,1,1,0,1577
234,whitedns_cleanip,cores/package_check.py,1,1,0,1889
234,whitedns_cleanip,cores/scanner.py,1,1,0,108747
234,whitedns_cleanip,cores/smoke.py,1,1,0,359
234,whitedns_cleanip,cores/sni_scanner.py,1,1,0,15813
234,whitedns_cleanip,cores/socks5_scanner.py,1,1,0,17357
234,whitedns_cleanip,cores/ui.py,1,1,0,7353
234,whitedns_cleanip,cores/ui_asn.py,1,1,0,11745
234,whitedns_cleanip,cores/ui_dpi.py,1,1,0,7413
234,whitedns_cleanip,cores/ui_layout.py,1,1,0,5341
234,whitedns_cleanip,cores/ui_scan.py,1,1,0,25875
234,whitedns_cleanip,cores/ui_tools.py,1,1,0,11983
234,whitedns_cleanip,cores/white_core.py,1,1,0,40524
234,whitedns_cleanip,go.mod,1,0,0,1885
234,whitedns_cleanip,go.sum,1,0,0,16259
234,whitedns_cleanip,internal/asn,2,2,0,16791
234,whitedns_cleanip,internal/asnexport,1,1,0,3246
234,whitedns_cleanip,internal/bridge,2,2,0,2343
234,whitedns_cleanip,internal/bundledata,4,1,0,4732889
234,whitedns_cleanip,internal/config,1,1,0,5340
234,whitedns_cleanip,internal/configmaker,2,2,0,9426
234,whitedns_cleanip,internal/dnsscan,7,7,0,68975
234,whitedns_cleanip,internal/dnstt,14,13,0,82252
234,whitedns_cleanip,internal/e2e,4,4,0,20310
234,whitedns_cleanip,internal/mmdf,1,1,0,6259
234,whitedns_cleanip,internal/nmap,2,2,0,1647
234,whitedns_cleanip,internal/proxy,1,1,0,6500
234,whitedns_cleanip,internal/router,3,3,0,15952
234,whitedns_cleanip,internal/rules,1,1,0,5943
234,whitedns_cleanip,internal/scanner,20,20,0,208073
234,whitedns_cleanip,internal/storage,1,1,0,3314
234,whitedns_cleanip,internal/tlsprobe,4,4,0,17205
234,whitedns_cleanip,internal/ui,15,15,12,258617
234,whitedns_cleanip,mobile/api.go,1,1,0,51603
234,whitedns_cleanip,mobile/api_test.go,1,1,0,7984
234,whitedns_cleanip,mobile/callbacks.go,1,1,0,1380
234,whitedns_cleanip,mobile/configmaker.go,1,1,0,2196
234,whitedns_cleanip,mobile/handle.go,1,1,0,1831
234,whitedns_cleanip,mobile/types.go,1,1,0,2471
234,whitedns_cleanip,outputs/app-icon-pack,53,2,0,6053250
234,whitedns_cleanip,package-lock.json,1,1,0,86
234,whitedns_cleanip,pyrightconfig.json,1,1,0,163
234,whitedns_cleanip,python_bridge.py,1,1,0,5168
234,whitedns_cleanip,quick_build.bat,1,1,0,226
234,whitedns_cleanip,scripts/apply_app_icon.py,1,1,0,6818
234,whitedns_cleanip,setup_nmap.ps1,1,1,0,2650
234,whitedns_cleanip,test/testmultiasn,1,1,0,1695
234,whitedns_cleanip,test/testscan,1,1,0,1842
234,whitedns_cleanip,test/testscan_local,1,1,0,2451
234,whitedns_cleanip,test_extract.go,1,1,0,834
234,whitedns_cleanip,test_go_cidr.py,1,1,0,2104
234,whitedns_cleanip,test_input.txt,1,1,0,26
234,whitedns_cleanip,utils/__init__.py,1,1,0,0
