path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,6503a86ba3bdbc2d2cc7e7e9b95d3adff34848ef2fe67dade4bd67dc857ecac9,7d40423288600608b3b830c3f665268f8e81a2b5d9530d62d9971c6b880dbffc,wire post-refactor-180 verification and preserve immutable historical convergence evidence
docs/architecture/overview.md,modified,0a554260cf8f394e59e6a41ffed83f810d805fa4bd0bb837d89a4386e06e3840,eed3e69071b7f834a3293ca2d5b66a582c9000ab43a95c3ef1bcf94065ae8984,"document post-refactor-180 runtime ownership, bounds, non-adoptions, and current Android capability truth"
docs/current-system.md,modified,ac3b31937a99d511fbe9c11772614edef2ea0f2f294590ecfb7e92db1bced2c2,939d068225c8dd6a58d40ac5095d405876a9efbad96c43ef1314c1608d5e4821,"document post-refactor-180 runtime ownership, bounds, non-adoptions, and current Android capability truth"
governance/convergence/post-refactor-180-adoption-ledger.csv,added,n/a,57a4f2bd27799a9f1a409917fc173f4d8470df422b2d556b625486939a954aac,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-archive-safety.csv,added,n/a,720e472ceb9d5bcf4a6cf1d40699773f3e3d4594484b88e328c27a3079500a53,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-baseline-files.csv,added,n/a,3a8b136b37e3531e08419889113de050f46dcd528cf048069841426c3817ea8f,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-capability-counts.csv,added,n/a,3155f6fa152eff6e5e27a477eeeda6a7fd2f6a00ff55e4b1439d52bf7f8ad891,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-directories.csv,added,n/a,2772107620d7884579fa81b5a60a61646e30a93c617226e157fec762dcc33e96,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-final-report.md,added,n/a,0b9682c7db6e772adf831d306aaa1cf18e329ca1fa27055cdd62b06ca01a751e,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-license-map.csv,added,n/a,9dc467438a6113b7c9da6e6447f90437310383ea75ceee3edd19988b3911d24b,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-modules.csv,added,n/a,570fd3021438569a113d09abaa5687427a38fcd12642671054b5815fdaada04c,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-nested-archive-contents.csv,added,n/a,33a540ad3457c452d131f6fa1ac29db38018a8ecf03fc50023868e9158821a2d,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-new-donors.csv,added,n/a,1890da821d06beb3b1d1ae8e668a56d52530a3145a7a3aff85ed633d911816f9,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-omission-audit.md,added,n/a,e180d22bef358c5fd9f6fa0030e2c2346a64a18ce67cc826a9a2e915afc77a0e,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-peer-analysis.md,added,n/a,9f260ae237f2408162b15384d6934b7b4062ba89b7ba7540b19c956b21dc0b9e,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-summary.json,added,n/a,f5fe73f6edb405b1beb58a45513d3e053eee008a293e0061fcd96cb34ea7c49b,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-surface-accountability.csv,added,n/a,efd5b3a022ab7a2c70c634c132542165da00d9674bc7e8bb5cb3c50c0d078262,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-symbols.csv,added,n/a,0e92e5118e319efa4b2f4ae36f6693ee87f00d37e0d273edb2ef21bf2be04e12,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/convergence/post-refactor-180-validation.md,added,n/a,f6afa5d2bb2eb54b5f1d319b5223b0c9f33cfdc50899ff9edfdc9dfbe4e21aa3,"add exact post-refactor-180 donor accountability, mechanism decisions, omission/validation evidence, and release gates"
governance/topology/relocations.json,modified,853c7914afdc45574312f42ba47ae4b5e0b44f6c6c219fd2322e5be55202c7b9,6207a4bf6afb72b81e0ab9347d469c3266f13b419b854e03aa410d4a1af3dd12,modified by post-refactor-180 convergence and verification maintenance
scripts/checks/check_post_refactor_160_convergence.py,modified,9519852ddb398b12804c16c589b9cc1699df736d61aad2e43a55957c4ba6320e,30344a05d9dbeb96f95b2d0028c547651a57ec78395524f567e15e9db3387882,wire post-refactor-180 verification and preserve immutable historical convergence evidence
scripts/checks/check_post_refactor_180_convergence.py,added,n/a,db216a1f1dadfc98806346fb7c5ab4582139fa5bf00d1bc02ab0309058ab9048,wire post-refactor-180 verification and preserve immutable historical convergence evidence
src/apps/daemon/internal/analysis/diagnostics/.context,modified,16a958c37520f8f7bec6655b53f7c01294f02a157f6ba5d50a246f6d210591de,45d0f4b0ac09299f697c93a58a8595ed2bcb8376bab202119c6edd2192e48765,regenerate authoritative source navigation after post-refactor-180 source and governance changes
src/apps/daemon/internal/analysis/diagnostics/diagnostics.go,modified,85a87df5d554d053c3b146321435b4ddca24dffd1422498f2a62749e657808b0,b0078b6c3f29afb592091cd67169b16c2c4af4a89c5bea87b576ac00fa82b213,replace pseudo traceroute with bounded platform path tracing and truthful hop statistics
src/apps/daemon/internal/analysis/diagnostics/trace_route.go,added,n/a,d7bae4ae7dc1575fd14972d99038b3c833ff3ea8cfc1221cabb6bf0f9e32c928,replace pseudo traceroute with bounded platform path tracing and truthful hop statistics
src/apps/daemon/internal/analysis/diagnostics/trace_route_test.go,added,n/a,a49c7f9d96cc072873130376580c683eb3f0b88a46eb6739d4da4d4dd0828d8e,replace pseudo traceroute with bounded platform path tracing and truthful hop statistics
src/apps/daemon/internal/analysis/provider/corpus.go,modified,6902cdecad68a540cf26b72131316db8ced5efc5c70ba096e670709b24416366,91ccc0542c97bbec2a0d857be21b388ecb6637237d7e2542714db9662bb584de,replace linear provider attribution with immutable longest-prefix index while preserving tie semantics
src/apps/daemon/internal/analysis/provider/corpus_test.go,modified,75a2663cf0717ce934722d65cab5636be653fe34c481bc4843682b1117c10709,30ab712b32ee3469c4aa5592ee1f67e13bb4899c466c8addd9161d6427983765,replace linear provider attribution with immutable longest-prefix index while preserving tie semantics
