record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR234-R001,n/a,CG234-dns_blocklists,dns_blocklists,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R002,n/a,CG234-kingo_vpn,kingo_vpn,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R003,n/a,CG234-mitmproxy2swagger,mitmproxy2swagger,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R004,n/a,CG234-outline_apps,outline_apps,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R005,n/a,CG234-outline_tun2socks_demo,outline_tun2socks_demo,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R006,n/a,CG234-proofmode_android,proofmode_android,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R007,n/a,CG234-proxybridge,proxybridge,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R008,n/a,CG234-simplednscrypt,simplednscrypt,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R009,n/a,CG234-skivpn,skivpn,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
PR234-R010,n/a,CG234-tor_atlas,tor_atlas,repository,repository revision accountability,repository,evidence,aggregate,.,n/a,n/a,accountability,one-to-many,accounted,Every file/module is classified before focused semantic decisions.,convergence evidence,governance/convergence,all surfaces accounted,coverage is not runtime authority,scripts/checks/check_post_refactor_234_convergence.py,governance,none,n/a,medium,n/a,high,reviewed
