donor,path,sha256,line,kind,name,extraction_policy,semantic_record_ids
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,22,constant,LOG_MAX,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,23,constant,RESULT_MAX,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,24,constant,STATE_FILE,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,26,constant,WINTUN_URL,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,28,function,main,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,66,type,UiLog,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,73,function,default,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,83,function,push,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,95,function,snapshot,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,99,function,restore,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,106,function,clear,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,111,function,set_enabled,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,118,function,revision,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,124,type,LogMakeWriter,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,128,type,LogWriter,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,133,type,Writer,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,135,function,make_writer,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,143,function,write,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,151,function,flush,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,156,function,install_ui_tracing,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,166,function,apply_theme,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,206,type,Palette,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,222,function,palette,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,258,function,section_frame,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,266,function,section_header,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,277,function,status_pill,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,291,function,filled_button,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,300,function,neutral_button,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,305,type,App,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,337,function,new,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,429,function,poll_scan,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,471,function,poll_xray,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,510,function,poll_ip_check,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,535,function,start_proxy,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,556,function,stop_proxy,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,565,function,start_xray,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,660,function,stop_xray,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,669,function,start_ip_check,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,695,function,reset_connection_status,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,700,function,start_all_in_one,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,710,function,refresh_xray_path,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,719,function,stop_all,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,724,function,ensure_no_proxy_loop,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,748,function,selected_import_line,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,752,function,clamp_selected_import,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,761,function,snapshot_state,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,784,function,save_state,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,798,function,autosave_logs_if_dirty,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,807,function,export_logs,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,829,function,download_xray,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,852,function,load_config,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,864,function,save_config,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,879,function,import_xray,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,946,function,start_scan,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,978,function,bind_xray_local,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,985,function,bind_xray_lan,rust-definition-index,PR227-R001;PR227-M006;PR227-F0021
