wave,donor,path,sha256,line,kind,symbol,semantic_record_ids
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker.js,3ab186cb45fa08203f86000698e53f2ebab6c4a506dc93304e14c9c809a5f60a,22,function,decodeBase64ToBytes,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker.js,3ab186cb45fa08203f86000698e53f2ebab6c4a506dc93304e14c9c809a5f60a,29,function,encodeBytesToBase64,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker.js,3ab186cb45fa08203f86000698e53f2ebab6c4a506dc93304e14c9c809a5f60a,35,function,sanitizeHeaders,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker_tcp.js,7825b88085b84957692d4b70192e29ec176909d67afb781a1bb1640893ec6a00,24,function,bytesToB64,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker_tcp.js,7825b88085b84957692d4b70192e29ec176909d67afb781a1bb1640893ec6a00,34,function,b64ToBytes,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/cloudflare_worker_tcp.js,7825b88085b84957692d4b70192e29ec176909d67afb781a1bb1640893ec6a00,41,type,TcpTunnel,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/deno_deploy.ts,d64436433671e541e90ff1f31215e890e1785eede6c36d4be46172c1ab73b712,24,function,decodeBase64ToBytes,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/deno_deploy.ts,d64436433671e541e90ff1f31215e890e1785eede6c36d4be46172c1ab73b712,31,function,encodeBytesToBase64,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/deno_deploy.ts,d64436433671e541e90ff1f31215e890e1785eede6c36d4be46172c1ab73b712,37,function,sanitizeHeaders,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,100,function,_sanitize_headers,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,114,function,_safe_url,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,143,function,_relay_request,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,180,type,_ExitNodeHandler,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,182,function,log_message,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,185,function,_send_json,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,193,function,do_GET,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,205,function,do_POST,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,270,type,_ThreadedHTTPServer,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,apps_script/vps_exit_node.py,4f94bff12861552e9ec216c63950df17a49c41e784e45c6109fc280bdb8d887d,277,function,main,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,39,function,parse_args,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,105,function,main,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,285,function,_make_exception_handler,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,290,function,handler,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,main.py,32b494031ed2fc050c04233ad8a1b6f7ace61f44c104e6e901e89ebed0c78c0e,304,function,_run,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,63,function,_make_tls_ctx,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,76,function,_probe_h1,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,118,function,_probe_h2_fresh,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,179,type,_H3ProbeProtocol,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,182,function,__init__,BASE04;JJ005
224,JJTcpOverHttpRelayVpn-python_testing_tcp_relay,scripts/benchmark_transport.py,52b1e12a412f5f1a4faac39e8548c9b351c48c52fc44ac3513b347b313ab1e36,189,function,quic_event_received,BASE04;JJ005
