donor,path,sha256,line,kind,symbol,snippet
candyconnect,client/components/AboutPage.tsx,a0ee74efc4f34dd3d432586222e849805f87db216dbe588359c1413db6928822,5,type,AboutPageProps,interface AboutPageProps {
candyconnect,client/components/AccountInfo.tsx,4ab08afda600950568824476cd925fc9f3fd220f3fd4c2d737bdf614ef9faee7,6,type,AccountInfoProps,interface AccountInfoProps {
candyconnect,client/components/ConnectButton.tsx,70d9dc76df9b2c55bfa2b19285a25c0125cc82f0012b37584b8815356c83a57e,3,type,ConnectButtonProps,interface ConnectButtonProps {
candyconnect,client/components/CoreSelector.tsx,6ae9347c0a517f8fc76e85fd1c19dbd490b80972cfaf74aae669d7579c14c206,5,type,CoreOption,interface CoreOption {
candyconnect,client/components/CoreSelector.tsx,6ae9347c0a517f8fc76e85fd1c19dbd490b80972cfaf74aae669d7579c14c206,10,type,CoreSelectorProps,interface CoreSelectorProps {
candyconnect,client/components/CountryFlag.tsx,c8f0d02b39665395737088db70f7c76058f646981b8672d4cdbc90fd988e44a4,3,type,CountryFlagProps,interface CountryFlagProps {
candyconnect,client/components/LoginPage.tsx,ecf29f82e0eecd25e14157dc8709c6b159c1ab51161be710f0d1eaa75a0a9ebf,6,type,LoginPageProps,interface LoginPageProps {
candyconnect,client/components/LogsPage.tsx,464f9acd631cacd588150b45d8c5894211b5ab9ec149367b2cdbc7aadfcb2107,7,type,LogEntry,interface LogEntry {
candyconnect,client/components/LogsPage.tsx,464f9acd631cacd588150b45d8c5894211b5ab9ec149367b2cdbc7aadfcb2107,13,type,LogsPageProps,interface LogsPageProps {
candyconnect,client/components/ProfileSelector.tsx,d01000c6644c5eca5e21ccfaf648c9d62f72935ff669de9e8a2b09b3d02b111a,5,type,Profile,interface Profile {
candyconnect,client/components/ProfileSelector.tsx,d01000c6644c5eca5e21ccfaf648c9d62f72935ff669de9e8a2b09b3d02b111a,17,type,ProfileSelectorProps,interface ProfileSelectorProps {
candyconnect,client/components/ProfilesPage.tsx,e3cdaff015a2d88197b794604ae621163eabdceafc5354940704d673c8242302,7,type,ProfilesPageProps,interface ProfilesPageProps {
