change_type,path,baseline_sha256,baseline_size_bytes,baseline_mode,current_sha256,current_size_bytes,current_mode
modified,Makefile,2f5820a608b0f223a214fb1d788f90a5947d8ce5a844d8cd08314fd1951800a0,18664,0o644,7bc2ac85433783be905f9d58ce290dd6a29cdcda4d7d3e0e4ce294f56df29cb6,19313,0o644
added,governance/convergence/post-refactor-233-adoption-ledger.csv,n/a,n/a,n/a,19a176f91e3e4644b61318b3982b70aeccefa9e192aed985c230340fb6601bfc,21321804,0o644
added,governance/convergence/post-refactor-233-all-history-module-audit.csv,n/a,n/a,n/a,722ec858bdcef017b5830c589c955856633235e043ff4638b1a9cd7271268c9a,475112,0o644
added,governance/convergence/post-refactor-233-all-history-second-order-audit.md,n/a,n/a,n/a,6fd77bc3e77b180937b353350e45e31e621a497f63223877a59c6643db09f313,348,0o644
added,governance/convergence/post-refactor-233-all-history-summary.json,n/a,n/a,n/a,a341862ca3bdf51bf85576b4debc1ce2f9fae4bc1c00d5b3db326dd8ef1b1d4d,518,0o644
added,governance/convergence/post-refactor-233-all-history-surface-audit.csv,n/a,n/a,n/a,e96ffe0c95c802a8d2d6202b75685838843b0a661b77585ba4d77b02f3693ae9,27660831,0o644
added,governance/convergence/post-refactor-233-all-history-symbol-index.csv,n/a,n/a,n/a,076e85eeba87ca65a905d8fc8dbf39e788ab184f694c12fe52b7609d1b3dd1b3,15250025,0o644
added,governance/convergence/post-refactor-233-architecture.md,n/a,n/a,n/a,0f6ef9b6263b88f1c807a0f4dd3109f6a6371581d7a9acc109511ddd4ab4e9ea,420,0o644
added,governance/convergence/post-refactor-233-archive-accountability.csv,n/a,n/a,n/a,95c04df55d1cb73599821f2dd2de94682600659678eb1147068d22358a21a798,1539,0o644
added,governance/convergence/post-refactor-233-baseline-files.csv,n/a,n/a,n/a,6d949885bd2d8f378ef6da6824128f5a618bf9e17c3bd564a013c82225d85963,419913,0o644
added,governance/convergence/post-refactor-233-directories.csv,n/a,n/a,n/a,1c52d4d90cee413815ab9156b36bb2490e2cd963397539db925f7d7d507de2ee,64740,0o644
added,governance/convergence/post-refactor-233-evidence-summary.json,n/a,n/a,n/a,40c026a8d4eb0a4220aa4b112737d1d4b82747b83bd9222426b8048f83553c00,657,0o644
added,governance/convergence/post-refactor-233-module-audit.csv,n/a,n/a,n/a,3a438bb5b24b0430013fba0f2f25e72750c24976a3fb9205c8511c0b55a82c8d,58368,0o644
added,governance/convergence/post-refactor-233-omission-audit.md,n/a,n/a,n/a,aa3a6e42905e19f71ec9226196dde0b436fee7c80af62f1b7791525f5177d6e3,560,0o644
added,governance/convergence/post-refactor-233-operator-runbook.md,n/a,n/a,n/a,1e029a679bf73ec3fef594f344e6f018f3e670032268b9b3bc04714953e709fe,421,0o644
added,governance/convergence/post-refactor-233-peer-synthesis.md,n/a,n/a,n/a,3f25d047e1f8a659942b4b515792aed9d6ecdbffba4c0d301035ea30e63021d2,718,0o644
added,governance/convergence/post-refactor-233-security-model.md,n/a,n/a,n/a,053556c8ed1d274a71e5c723e17c14bda2888552ce0b990911406c4277f1bc2f,439,0o644
added,governance/convergence/post-refactor-233-state-machines.md,n/a,n/a,n/a,d37bcc1cd3fe46f6dc7311fc9dd930d373fb73f89c344dde0459aa8f9edaa0b9,416,0o644
added,governance/convergence/post-refactor-233-supersession-map.csv,n/a,n/a,n/a,f25d95913806f90726af577bddee1168f12cd4e945c7037a2b6258a55b880710,13405,0o644
added,governance/convergence/post-refactor-233-surface-accountability.csv,n/a,n/a,n/a,02afc1597aa5b05109ddb90e8bd49faab23d3071c999c52581e4f90c66fa532c,10658207,0o644
added,governance/convergence/post-refactor-233-symbols.csv,n/a,n/a,n/a,ab984e90aff103b62a18aa2c9674629c92296cd073218b9b150b9ce164f4d32e,620505,0o644
added,governance/convergence/post-refactor-233-symlinks.csv,n/a,n/a,n/a,4a69ec6e7d34d04d999fcf857cd342d9ba77de3ef07ff424836561b14670f493,22522,0o644
added,governance/convergence/post-refactor-233-validation.md,n/a,n/a,n/a,97d26df9ca9cb1d410bc0867b62bbc69acd6f576d6c0444c374bc9f8a752e463,1455,0o644
modified,scripts/checks/check_post_refactor_232_convergence.py,125d3ca2d5f971261e5ee18be423c0cb62c1fa9360f556cb0a22b70af2b005be,18306,0o755,1050f0d2d716c783e28736b4d51925484130aaeedd0b58f6bce92df13010302b,20070,0o755
added,scripts/checks/check_post_refactor_233_convergence.py,n/a,n/a,n/a,aa5566de25c6c9cb5f1da4d4ab4e8e136c98a6d2883734618684663b313804a7,15529,0o755
added,scripts/generate/generate_post_refactor_233_delta.py,n/a,n/a,n/a,61f4a38fbc5fbc1eb2722ec307a3a32b90270fd06a9ca430a79a1fe24fbf95d5,2040,0o755
added,scripts/generate/generate_post_refactor_233_evidence.py,n/a,n/a,n/a,2dd9e645e26adde4c575488adc6e5a02d0ddd05ab9d3e42cfbae960419ded146,42573,0o755
modified,src/apps/daemon/internal/adapters/api/.context,b3a2580d885cd53b8cd81419b167b0eed062635d5a90b16d0499890b34a159aa,2952,0o644,74dc1e11dcfbfb50f973c4b130293e1fbc846510be34052a4c657bd72d373407,2952,0o644
added,src/apps/daemon/internal/adapters/api/handlers_post_refactor_233_planners.go,n/a,n/a,n/a,9c71a5724224c47ca35232582cbf0ace320f267010be1c031dfbb47cdb223031,2951,0o644
modified,src/apps/daemon/internal/adapters/api/routes_system.go,7c5499b629e3a8262ec58c7346163f4a9d6412c0d19c74d4bb10204053f20fbb,10710,0o644,5f590570c2efcc65a21ad3e46f41f4eed58aa95e21ecc9eac9affe9707aac828,11137,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/.context,28217e3ad6f79f2dd3db0f4c0d5081fcb6d4431ea4e122a2b7f974f561317c88,1764,0o644,54a0448aa901e1ef93a3e82f547961c97fa0bb36cb8cf9ed97fa2d8718cd1b12,1764,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_233_plans.go,n/a,n/a,n/a,0f7fed1614bc9b8e27d3b85e7d7093cd6d71675fc37d71669826d474a9b731d7,23998,0o644
added,src/apps/daemon/internal/analysis/diagnostics/post_refactor_233_plans_test.go,n/a,n/a,n/a,29fd891e6b56f79db657e7edddb2764f52539f5d0142e756455e39413ea45f3c,4958,0o644
modified,src/packages/control-ui/package.json,5fc1e057752e3323b81cad28bbe4d62e7f759286bc39a0697db99ec9e77efb48,2426,0o644,ffd092b0b70a48dda08ba573d41d2951a755942edbabc1ec87e3c3dc82385d27,2505,0o644
modified,src/packages/control-ui/scripts/.context,b38997b0c1a9675a4adb953b4bf16ef8ec4eec1dab095c296577aacfde3ff874,976,0o644,b113583fe7382b5713735ecb8971ce5dfd070a2392dc9bc46f9e4060b933a5f6,976,0o644
modified,src/packages/control-ui/scripts/test-post-refactor-231.mjs,54bac47fd3820f1e8ff8c581dd3f4e7c15b75a6de213b16f0a782ea66274d740,6149,0o644,a1fec6d6c08f7631e0ff7c78d95a0d489be1bce778ca0f1914e4214c9e77b204,6275,0o644
modified,src/packages/control-ui/scripts/test-post-refactor-232.mjs,4a19d0086a2be68e770ec64cedee35fd2d81277b2db5ef5f0c363b416dd91f10,7521,0o644,f6f978a7685a4dfe907fa5414e176a25b584e63f483f7ea3b04c4725c56f5eac,7801,0o644
added,src/packages/control-ui/scripts/test-post-refactor-233.mjs,n/a,n/a,n/a,667252aab827e75de55cee38967f989f65e95588c19d42bb7935e48b904a0f11,5095,0o644
modified,src/packages/control-ui/src/pages/Operations.tsx,d5d3be88af339d00aa86bbc5b417efffcab4281105612de9462426a8f69f424b,140379,0o644,99d0d046ba8dc516c87dcd5b466c27541635239b284892ae58911eb88c2556b2,143035,0o644
