record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR227-R001,n/a,CG227-repository,sni-spoofing-rust,repository-accountability,sni-spoofing-rust complete repository accountability,repository,evidence corpus,context-dependent,.github/workflows/ci.yml,8fa32972b1e0ebee6c8317c78a3a121f40607498a08d6115248f9921a612575d,n/a,exhaustive review,one-to-many,reference-only,Every donor surface is hash-accounted; independent module clusters and high-signal files receive child records.,convergence evidence,n/a,all donor files/directories/definitions remain traceable,repository accountability alone is never implementation evidence,n/a,governance/convergence/post-refactor-227-surface-accountability.csv,none,MIT provenance recorded from donor LICENSE; technical adoption decisions remain target-native,low,n/a,high,verified
PR227-M002,PR227-R001,CG227-canonical-sni-spoof-runtime-ownership,sni-spoofing-rust,@root,@root semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,.gitignore,cb8acc5ca7f91e79b5f5c66db87a08c78a26aea44ce643dfc4fb764fdd63dfa2,n/a,contract comparison + selective hardening,many-to-one,superseded,General runtime/config shell is donor packaging; only independently useful protocol/state invariants are promoted. Behavioral evidence: scripts/checks/check_post_refactor_227_convergence.py#runtime-single-owner,canonical SNI spoof runtime ownership,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_conn.go#injectFakePacket;src/apps/daemon/internal/networking/tlsdecoy/decoy.go#BuildPaddedClientHello,existing runtime/config/error owners remain authoritative while donor-derived invariants are absorbed at their natural target seams,a second Rust proxy/listener/runtime/config stack cannot become parallel authority,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M002,Connections,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,medium,PR227-R001,high,reviewed
PR227-M003,PR227-R001,CG227-sni-candidate-corpus-evidence,sni-spoofing-rust,data,data semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,data/scan-snis.txt,0170b7b753aded563759dbfb73b2d9a1a6342af68c405cb78f0287f6c0642498,n/a,corpus comparison,one-to-one,reference-only,"The peer corpus is larger and useful for comparison, but the shipped curated corpus is retained because replacing it changes fan-out and evidence without a target requirement. Behavioral evidence: scripts/checks/check_post_refactor_227_convergence.py#corpus-boundary",SNI candidate corpus evidence,src/apps/daemon/internal/analysis/diagnostics/sni_candidate_corpus.go#CuratedSNICandidates,candidate corpus changes require deliberate product/resource review,a larger peer list cannot be adopted merely to increase counts or implicit scan fan-out,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M003,Operations,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,low,PR227-R001,high,reviewed
PR227-M004,PR227-R001,CG227-build-deployment-evidence,sni-spoofing-rust,docker,docker semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,docker/Dockerfile,ffef1bd1e4d5c67df1508be4fe2fc39690841c64cdb9eeae0ba04b9edb82f5c7,n/a,operational comparison,one-to-one,reference-only,Build/deploy material is accounted but not adopted because the target already has canonical release workflows.,build/deployment evidence,n/a,peer build/deploy surfaces remain evidence only,peer deployment automation cannot mutate target release authority,n/a,n/a,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,low,PR227-R001,high,reviewed
PR227-M005,PR227-R001,CG227-signed-update-admission,sni-spoofing-rust,releases,releases semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,releases/README.md,b750b7ed921181a97170c1259ff45d86e0297e3f30ca47dbd000079b41770010,n/a,negative-to-guardrail,negative-to-guardrail,rejected-with-reason,Prebuilt binaries are provenance/reference material only and never source authority. Behavioral evidence: scripts/checks/check_post_refactor_227_convergence.py#release-artifacts,signed update admission,src/apps/daemon/internal/foundation/updateadmission,release artifacts are derived and update admission remains verified/signed/target-owned,bundled or mutable peer binaries cannot become source of truth or bypass signed update admission,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M005,Updates,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,high,PR227-R001,high,reviewed
PR227-M006,PR227-R001,CG227-operator-sni-evidence-workflow,sni-spoofing-rust,src/bin,src/bin semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,n/a,negative-to-guardrail + UX comparison,negative-to-guardrail,guardrail-derived,The peer UI contributes workflow context but its mutable downloader/installer authority is deliberately not inherited; LumiNet exposes only read-only handshake evidence. Behavioral evidence: src/packages/control-ui/scripts/test-post-refactor-227.mjs#ui-authority,operator SNI evidence workflow,src/packages/control-ui/src/pages/Operations.tsx#SNIDecoyHandshakePlanner,UI may collect/visualize evidence but remains non-authoritative,"mutable latest downloads, direct runtime installation, raw-packet privilege acquisition, or local UI state cannot bypass target update/runtime authorities",scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M006,Operations,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,high,PR227-R001,high,verified
PR227-M007,PR227-R001,CG227-canonical-sni-spoof-runtime-ownership,sni-spoofing-rust,src/config-error,src/config-error semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,src/config.rs,ddfad200548e94775c2ce7d01fa944de45725e468a82bac663a5f04aad5992c9,n/a,contract comparison + selective hardening,many-to-one,superseded,General runtime/config shell is donor packaging; only independently useful protocol/state invariants are promoted. Behavioral evidence: scripts/checks/check_post_refactor_227_convergence.py#runtime-single-owner,canonical SNI spoof runtime ownership,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_conn.go#injectFakePacket;src/apps/daemon/internal/networking/tlsdecoy/decoy.go#BuildPaddedClientHello,existing runtime/config/error owners remain authoritative while donor-derived invariants are absorbed at their natural target seams,a second Rust proxy/listener/runtime/config stack cannot become parallel authority,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M007,Connections,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,medium,PR227-R001,high,reviewed
PR227-M008,PR227-R001,CG227-sni-decoy-connection-evidence-and-sequence-ownership,sni-spoofing-rust,src/connection-lifecycle,src/connection-lifecycle semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,src/handler.rs,36bf2445d3b2a5ea6d56870974467ff454320868d366f24e089716fb84770a73,n/a,state-machine extraction + target hardening,many-to-one,hardened,"The donor full-connection lifecycle exposed collision, lifetime, and handshake-state gaps. LumiNet extracts the safe evidence model without importing another relay/sniffer authority. Behavioral evidence: src/apps/daemon/internal/runtime/proxy/evasion_divert_test.go#TestConnSeqRegistryFourTupleIsolation;src/apps/daemon/internal/analysis/diagnostics/sni_decoy_handshake_plan_test.go#TestBuildSNIDecoyHandshakePlan",SNI decoy connection evidence and sequence ownership,src/apps/daemon/internal/runtime/proxy/evasion_divert.go#connSeqKey;src/apps/daemon/internal/runtime/proxy/evasion_divert.go#TakeConnSeq;src/apps/daemon/internal/analysis/diagnostics/sni_decoy_handshake_plan.go#BuildSNIDecoyHandshakePlan,"captured SYN evidence is exact-four-tuple scoped, bounded, expiring, and consumed once; handshake evidence has explicit allowed/failed transitions","port-only, stale, cross-flow, or fabricated fallback sequence evidence cannot authorize out-of-window injection; RST cannot be ignored",scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M008,Operations/Connections,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,high,PR227-R001,high,verified
PR227-M009,PR227-R001,CG227-canonical-tls-decoy-construction,sni-spoofing-rust,src/packet,src/packet semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,src/packet/eth.rs,2342962212ad4446e3fc7dead4e434a0de6c2370924b360cda62f1d389914f57,n/a,primitive extraction + single-owner consolidation,many-to-one,hardened,The donor 517-byte padded template is used as a protocol oracle; Go consumers now share one lower owner and Rust mirrors the corrected structure without claiming runtime validation. Behavioral evidence: src/apps/daemon/internal/networking/tlsdecoy/decoy_test.go#TestBuildPaddedClientHello,canonical TLS decoy construction,src/apps/daemon/internal/networking/tlsdecoy/decoy.go#BuildPaddedClientHello;src/packages/lumicore/src/evasion/sni_spoof.rs#build_padded_client_hello,decoy ClientHello construction is bounded to valid ASCII DNS SNI <=219 bytes and produces the canonical padded 517-byte structure,diagnostic and live Go paths cannot drift to independent TLS templates; malformed SNI or unchecked entropy cannot create a decoy,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M009,Connections/Operations,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,high,PR227-R001,high,verified
PR227-M010,PR227-R001,CG227-canonical-sni-spoof-runtime-ownership,sni-spoofing-rust,src/runtime-shell,src/runtime-shell semantics,module/path cluster,mechanism + tests + operational evidence,independently reviewable module cluster,src/lib.rs,d7efdf6c450997f5cdc2bffa52ed6b8e44df9ce2ac54b4d8aa93abe06f0a66f5,n/a,contract comparison + selective hardening,many-to-one,superseded,General runtime/config shell is donor packaging; only independently useful protocol/state invariants are promoted. Behavioral evidence: scripts/checks/check_post_refactor_227_convergence.py#runtime-single-owner,canonical SNI spoof runtime ownership,src/apps/daemon/internal/runtime/proxy/evasion_tunnel_conn.go#injectFakePacket;src/apps/daemon/internal/networking/tlsdecoy/decoy.go#BuildPaddedClientHello,existing runtime/config/error owners remain authoritative while donor-derived invariants are absorbed at their natural target seams,a second Rust proxy/listener/runtime/config stack cannot become parallel authority,scripts/checks/check_post_refactor_227_convergence.py#semantic-PR227-M010,Connections,bounded successor hardening; existing runtime/write owners remain authoritative,MIT donor provenance retained,medium,PR227-R001,high,reviewed
