record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR229-R001,n/a,CG229-hiddify-app-main-root,hiddify-app-main,repository-accountability,hiddify-app-main complete repository accountability,repository,evidence corpus,context-dependent,README.md,4d78a0010218c836bbb1e26251a8b2f6fffd9aeb598c1b132b732c631545aa8b,n/a,exhaustive evidence review,one-to-many,reference-only,"Every regular file, directory Merkle record, indexed definition, archive member, and symlink is mechanically accounted before behavior-level dispositions are applied.",convergence evidence,governance/convergence/post-refactor-229-surface-accountability.csv#evidence,all donor bytes remain attributable to exact hashes,repository size or popularity cannot grant target authority,n/a,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR229-R005,n/a,CG229-MasterHttpRelayVPN-RUST-main-root,MasterHttpRelayVPN-RUST-main,repository-accountability,MasterHttpRelayVPN-RUST-main complete repository accountability,repository,evidence corpus,context-dependent,README.md,101aa2d0f02c8723c921014e39b7323e6c6663ee3c93850b9bb8ff05998b8aac,n/a,exhaustive evidence review,one-to-many,reference-only,"Every regular file, directory Merkle record, indexed definition, archive member, and symlink is mechanically accounted before behavior-level dispositions are applied.",convergence evidence,governance/convergence/post-refactor-229-surface-accountability.csv#evidence,all donor bytes remain attributable to exact hashes,repository size or popularity cannot grant target authority,n/a,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR229-R003,n/a,CG229-mullvadvpn-app-main-root,mullvadvpn-app-main,repository-accountability,mullvadvpn-app-main complete repository accountability,repository,evidence corpus,context-dependent,README.md,22029022f820964bf86125f18a19fd03445e95f2c80c7f2fcf57e79228a4a03a,n/a,exhaustive evidence review,one-to-many,reference-only,"Every regular file, directory Merkle record, indexed definition, archive member, and symlink is mechanically accounted before behavior-level dispositions are applied.",convergence evidence,governance/convergence/post-refactor-229-surface-accountability.csv#evidence,all donor bytes remain attributable to exact hashes,repository size or popularity cannot grant target authority,n/a,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR229-R004,n/a,CG229-my-relay-assets-main-root,my-relay-assets-main,repository-accountability,my-relay-assets-main complete repository accountability,repository,evidence corpus,context-dependent,README.md,e216121ac168bd69fa293e9b753fbe1582ca9c059921167ae8237ed080dc750f,n/a,exhaustive evidence review,one-to-many,reference-only,"Every regular file, directory Merkle record, indexed definition, archive member, and symlink is mechanically accounted before behavior-level dispositions are applied.",convergence evidence,governance/convergence/post-refactor-229-surface-accountability.csv#evidence,all donor bytes remain attributable to exact hashes,repository size or popularity cannot grant target authority,n/a,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR229-R002,n/a,CG229-ProxyCloud-master-root,ProxyCloud-master,repository-accountability,ProxyCloud-master complete repository accountability,repository,evidence corpus,context-dependent,README.md,0fdc081946c4baeb914f2d948e069b007d54f0f4d38c802e96f40c95227243ef,n/a,exhaustive evidence review,one-to-many,reference-only,"Every regular file, directory Merkle record, indexed definition, archive member, and symlink is mechanically accounted before behavior-level dispositions are applied.",convergence evidence,governance/convergence/post-refactor-229-surface-accountability.csv#evidence,all donor bytes remain attributable to exact hashes,repository size or popularity cannot grant target authority,n/a,governance/convergence,none,source provenance retained; no bulk donor import,low,n/a,high,reviewed
PR229-F00001,PR229-R001,CG229-file-hiddify-app-main,hiddify-app-main,root,file accountability: .aider.conf.yml,file,configuration surface,file-level accountability,.aider.conf.yml,c0a2d4b585eb73e3ee29e1c21e183f339b376ff0b04453f5f0ff9d13f9ec9917,n/a,fresh byte + semantic-context review,one-to-one,reference-only,The file was re-hashed and reviewed in its module context. Any independently promoted behavior is recorded by a focused PR229-S child record; the donor file itself is not transplanted wholesale.,n/a,n/a,exact donor byte identity is preserved in evidence,file-level accountability is not behavioral equivalence or runtime authority,n/a,governance/convergence,none,provenance retained; no bulk file copy,medium,PR229-R001,high,reviewed
PR229-F00002,PR229-R001,CG229-file-hiddify-app-main,hiddify-app-main,root,file accountability: .gitchangelog.rc,file,implementation surface,file-level accountability,.gitchangelog.rc,bde6cce10260f218cee40844b07bcb8f5c63b99ea0d747ae87f84cd6dae526e2,n/a,fresh byte + semantic-context review,one-to-one,reference-only,The file was re-hashed and reviewed in its module context. Any independently promoted behavior is recorded by a focused PR229-S child record; the donor file itself is not transplanted wholesale.,n/a,n/a,exact donor byte identity is preserved in evidence,file-level accountability is not behavioral equivalence or runtime authority,n/a,governance/convergence,none,provenance retained; no bulk file copy,medium,PR229-R001,high,reviewed
PR229-F00003,PR229-R001,CG229-file-hiddify-app-main,hiddify-app-main,.github,file accountability: .github/ISSUE_TEMPLATE/bug_report.yaml,file,repository-administration surface,file-level accountability,.github/ISSUE_TEMPLATE/bug_report.yaml,c2f4718b81733d5948a6009de4156ae826d54a9729ae4b6ea00373914d8bc0a1,n/a,fresh byte + semantic-context review,one-to-one,reference-only,The file was re-hashed and reviewed in its module context. Any independently promoted behavior is recorded by a focused PR229-S child record; the donor file itself is not transplanted wholesale.,n/a,n/a,exact donor byte identity is preserved in evidence,file-level accountability is not behavioral equivalence or runtime authority,n/a,governance/convergence,none,provenance retained; no bulk file copy,low,PR229-R001,high,reviewed
PR229-F00004,PR229-R001,CG229-file-hiddify-app-main,hiddify-app-main,.github,file accountability: .github/ISSUE_TEMPLATE/config.yml,file,repository-administration surface,file-level accountability,.github/ISSUE_TEMPLATE/config.yml,2ed24e07fc4fbaf836cc0ae2f8ed5ba86328a92629a8fe29dea3adb233583117,n/a,fresh byte + semantic-context review,one-to-one,reference-only,The file was re-hashed and reviewed in its module context. Any independently promoted behavior is recorded by a focused PR229-S child record; the donor file itself is not transplanted wholesale.,n/a,n/a,exact donor byte identity is preserved in evidence,file-level accountability is not behavioral equivalence or runtime authority,n/a,governance/convergence,none,provenance retained; no bulk file copy,low,PR229-R001,high,reviewed
PR229-F00005,PR229-R001,CG229-file-hiddify-app-main,hiddify-app-main,.github,file accountability: .github/ISSUE_TEMPLATE/feature_request.yaml,file,repository-administration surface,file-level accountability,.github/ISSUE_TEMPLATE/feature_request.yaml,82c23bfa3b016e58cbbcefd6a655b33e54806c46da407788a43ed0006e9d8b6a,n/a,fresh byte + semantic-context review,one-to-one,reference-only,The file was re-hashed and reviewed in its module context. Any independently promoted behavior is recorded by a focused PR229-S child record; the donor file itself is not transplanted wholesale.,n/a,n/a,exact donor byte identity is preserved in evidence,file-level accountability is not behavioral equivalence or runtime authority,n/a,governance/convergence,none,provenance retained; no bulk file copy,low,PR229-R001,high,reviewed
