path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,54c965b15d5bdc0be6aea7600b1b03364fd471dbfb5dd1c4cbacc03903bc9e72,3b6a9871781a7dd426f6aff5b684e74cd68297ffc6e796e4aa30e4bf940e3cba,wire API trust and 141 successor gates into canonical repository verification
governance/convergence/post-refactor-141-adoption-ledger.csv,added,n/a,fab5a1675ea8d628d1d6af1a3714abd1fa916a0e9b174c254ea748e502b95a03,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-baseline-files.csv,added,n/a,83c79cbe9251f8f941cb79016c4ce5d59a2ccb59d7a9d63863f7216d6a8fd2b5,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-directories.csv,added,n/a,e0cc0769af44e2898ca225c0585f6c2a04241f92db99bf9e2831d94675ece78c,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-donors.csv,added,n/a,dd8d70fd4a0e070c681c8843520b455acd776229d17ef5938a7e95c8152c2204,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-final-report.md,added,n/a,6ecdbe205133895f983f8a741ee3b4949d975d4e96647baae4da64d97fdf469e,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-high-level-plane-audit.csv,added,n/a,316aec493958e74e1d9074807e1cc670b6ca804d07174508f6468d2e3e0b53aa,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-historical-evidence-anchors.md,added,n/a,c351e4a8e58c2aa714a06d2d382f191ffe5e6fb4f6bcce7861122b1349deb540,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-historical-resolutions.csv,added,n/a,2c398fa353d61786c38f5441f44e54594d8b222cf3fb83deffca2489f42ebd32,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-historical-schema-normalizations.csv,added,n/a,e514ecde78669b37fb460c423208b89cfcc78a069d68e7b4d882c122040f517b,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-license-map.csv,added,n/a,19a0791d434960ed5855ad498360b195e8b8da2f9b5c0563d8621591c778f32b,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-modules.csv,added,n/a,461bfbc5f829a3e5cba28976b5c0071a17a620c227c093d46ad99481c1d29a64,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-nested-archives.csv,added,n/a,a6f236d9b375ae81294cfea447ceea289e3a2eabd2c3879bf6d3049bf14246fb,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-adoption-ledger.csv,added,n/a,27d178aa0b8f8c47fdc9b46ca07666c8372dc7edbeae6f35d9840043cb113062,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-directories.csv,added,n/a,f3ea72f30ffaceb3e3f14ac9357a08466d0f6b456837e8864854dbc0fb0b04c3,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-donors.csv,added,n/a,7906ba336c31afe1a6dc1c6d9ddb89023adcc7258fbb312edeeb8e35b729d376,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-license-map.csv,added,n/a,e159ecdc4613b6c76d58d4b781f589fb5230d738cd40f9044f4af671332030fa,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-modules.csv,added,n/a,a199e4563a8e5043cade54024acb672b2dd46d0e4df616343dad55f54b9f601b,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-surfaces.csv,added,n/a,6fe2d3872567bf42fc3a077ac047d5155d73b81122b580151a127f6c2a164d0e,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-new-symbols.csv,added,n/a,2724d7c793f1c01f366fcf0c4440b96abedbb676138c228027b662bc12e92377,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-omission-audit.md,added,n/a,a82d44c2213ec73fe304a7cf9e276b66d46198562e55af1f90e3a720c666abd0,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-operator-runbook.md,added,n/a,6b7bc96f0c9d14e3e642e82bbae860d0f7d636f8a57480ae38825ecddfaf0a1e,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-overlap-provenance.csv,added,n/a,dcef6f16b3270daaff682559d2e95518875e964009b961c0785e720a0b963d66,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-peer-synthesis.md,added,n/a,d29aa989983cd21dffafb51d6ef7ad5a9879097211ec8588fef34d391d745733,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-semantic-anchors.md,added,n/a,4962112e32d549a0da4629fe96ba0563a092f4a821387d890bb3087c9d5d82bf,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-strict-adoption-ledger.csv,added,n/a,1d58cf3a62849ca0444313a0765a96fc9a33c9e64f28e6e0f5863d93e93167f2,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-summary.json,added,n/a,0bdc6ac4dddf4cd1505b2c16baf4b9ff3f3ab4331659caf8861da7359613db51,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-supersession-map.csv,added,n/a,6e005e262e2f570086157b4caa77cbf551f80bdd41b891fecddaf81a21ca77fb,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-surfaces.csv,added,n/a,ef22a3965115daa16b51d3b3a2d5187a4de2cd845121fd209f06f8ffbba07e4a,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-symbols.csv,added,n/a,709156d3df82aff475316728b5d476ec895056f40d0171c6a1e79b6e7cfa4666,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-target-repairs.csv,added,n/a,bc11edb5ee9e7daf2377a6f7a97f42cfd998d37fa87f8ff115b6b32f88a07cb8,141-donor convergence evidence/accountability/release governance
governance/convergence/post-refactor-141-validation.md,added,n/a,327ab314d9e2c0cce92b839495475e28f664cb2058e5866c69fcdb0e86bd4718,141-donor convergence evidence/accountability/release governance
scripts/checks/check_api_direct_client_ip.py,added,n/a,ea7915b37a7fc225a78e201c4d2e3f386c021b95ad2bc3e2624a251b10504921,API direct-client-IP trust regression contract
scripts/checks/check_post_refactor_137_convergence.py,modified,13465ca41223284ac35ee48c68813b5e6354527e81cd31c6c85f79a197a665e2,a20f469e00cb870a8f3808c8dc5ce6f101c15b31cc65f5602b67bc0947f9b714,freeze historical 137 gate at exact 141 successor baseline
scripts/checks/check_post_refactor_141_convergence.py,added,n/a,d92b394fefcff350c1e9f55ca13c8a0d048bd09849df2f52b2d85984cecf87ba,141-donor successor convergence gate
src/apps/daemon/internal/adapters/api/router.go,modified,d18c62715590665da70ad43a765d07d52bff8878f7fa66c4f6866d6a405ad074,ce4dd0261c2e11c571e0d03cd7fe4302c94e1fb2bd1109b9e82edc414491486d,disable implicit all-proxy forwarded-IP trust for rate-limit/audit identity
