path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,6ca299b800f46056b1d1cbda4de030578ed919a865466c64f8040724455be07e,428fddd321010fce5fcac250491f17b171aed6dbaaf97850a8cc61f9e665aeb3,wire post-refactor-223 gates into canonical verification surface
governance/convergence/post-refactor-223-adoption-ledger.csv,added,n/a,dd13d5b9879af14929381684239b9a8bdcb92719ad5d496a2715c2240aca99e1,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-architecture.md,added,n/a,b7d2979b9cdde0d7b6cd38979366a6183e166079cd5d12d75d7d05d4d8c498c6,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-archive-accountability.csv,added,n/a,3df1716fc1e1f363d8f1a8934dd9fa943047294b174775d063fac4e13d22faf7,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-baseline-files.csv,added,n/a,935869617cb7ea24bed83218b291ffd8a49ed244781ab13a884b118e0b065c3f,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-final-report.md,added,n/a,e940f5f17cceabd7855b5f56112362e8ac4522dffa7bc833b9f1c382c7b37d00,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-omission-audit.md,added,n/a,0a8ec077053b5c81ee0be48034ea81e91bc2f1f879b630f15fe0d31e1d2d62e5,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-operator-runbook.md,added,n/a,2311ad4ba0ea9c2ca8e6eb7332dc1f6eebe2de5104dd867845c7bc8de998991a,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-peer-synthesis.md,added,n/a,67b8025dcf3d63402194f5fb8cd6f3f253f42b288a017cf76072f9c3ad6dee7f,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-security-model.md,added,n/a,9ddd6ef3e8256cd546b366af017a77d7d7d12beddd4f52992b11c8e02fd1a908,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-summary.json,added,n/a,f8190c9615b872c967278f98f5f13c13fb0fec6c04e54e1289d629c815d511d2,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-surface-accountability.csv,added,n/a,8cdd2b3f9ea913d96e6ca9cf8dc3f730ba8d6416dde9a983929092b560dd5d4b,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-symbols.csv,added,n/a,025fcd97305ee172f3a7255411abd40c389ce54b08c58238ded2b7c7e0e3583c,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/convergence/post-refactor-223-validation.md,added,n/a,3ee0882ec5dd339a699da563eedba334405d75d5895f1ca38402ba798bc79628,post-refactor-223 provenance/accountability/architecture/security/validation evidence
governance/topology/relocations.json,modified,619e83a625f429acdfa8ae06a80c5dc883380fb1e100e1e027fea3930f0173e1,282091ce13e18d41558a3e4f8330b2a7119f76b7758f7250a48585c31e19d438,topology transformation evidence for intentional successor edits
scripts/checks/check_mobile_product.py,modified,33dad4f498e75baad37ae74767d99915019eee73a84650eba12cac9e8fce3f66,45c35e728272ce829a168c70971f542db97284e3b6b4f766e5756c3f23fdcb29,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_222_convergence.py,modified,b339559a7881549954c8f19feacc30cc7f7255631766ebb0d5b16d193dae4272,6a287b8ab345c8175a734038dbadbf6be69c48bc866b5c9a22a1e8331e7c9d0d,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_android.py,added,n/a,4e704065cc22b2e63861793664a00603b8182cc0e2160dc18b6481bcf5eea9cf,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_command_aliases.py,added,n/a,dae9e4bd83458d3c38b630ddbd8a911b6b77513537dedeeb47931c2805561495,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_convergence.py,added,n/a,4dc69c9e9daa8e65054556ca0cfcd3da22e6de9de819fb3d091cdcc4c9ee3480,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_dns_integrity.py,added,n/a,98b00907e60b6463edc7169fc871dfe52cdf95a2ceb88481952b2967f0387da6,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_native_async.py,added,n/a,0a58780e8ddc09caca8e31473416088c3463e94d788771ef55c466f337d7fa9c,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_raw_ffi.py,added,n/a,dc3e51570c308e3edeeb5498b6ef33a9c649e2cbbab4da1aab27725ffc8f5b9b,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_subscription_catalogue.py,added,n/a,ad7d042a753f446200955c180fa960f2a5bc5abf8f834f832a68a51e3f1478ab,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_subscription_nodes_ui.py,added,n/a,de6141cc50d10badbd287c19b5c33519a5000a28dc378259df95f9035198074f,successor verification and frozen historical-accountability update
scripts/checks/check_post_refactor_223_subscription_runtime_api.py,added,n/a,624538de74afc8a4988d7c709f8e69acb407823a05bba0ebd51bc63551d8d0ff,successor verification and frozen historical-accountability update
scripts/checks/repo_audit.py,modified,fa870f3f47fdb8b28d907fe847020494b05a969fa90fac6db744db0443f960db,1feb597c0cf4eb3b23277f0a81223a987967893a7908cef064e67c5ec65be9d0,successor verification and frozen historical-accountability update
src/apps/android/app/build.gradle.kts,modified,11a53a138e03990e2280725b0c7c9c7c0bcadba65aef9b1418d88bc2f6f3ab6e,1cf0acc58f0e63dd89be5c6f8e9b8751112b7bfbb0c5349e936fd4758c561204,truthful Android lifecycle and Quick Settings promotion
src/apps/android/app/src/main/AndroidManifest.xml,modified,60b710b0e382ed16f5d77522867f0745eb79c57d41e0690986a35e448db0b829,8aa95bb0eca9a360b1c782af8491b3e51c4d52339c0a86d07f1410a665d3003c,truthful Android lifecycle and Quick Settings promotion
