donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
Aether-GUI-main(1).zip,Aether-GUI-main/SECURITY.md,c037a389e3d43da60bba0b797064b938f8a4c910d489313c4c62e8e6a49f7582,1595,.md,Markdown,repository-administration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/tsconfig.node.json,90a22c920cbc14624fb4658b58f15c875abf3234224f3933f211849c3ada3242,591,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.prettierignore,61cdcfa5e23efb23b84bd054a15860c3a49ea24200da10c89ee30332f61c9570,95,[none],Unknown,operational,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/tsconfig.app.json,738d03d34009006a997e9e80bd3d38bd1eb4dfbbe33a7d15ec9ca232ddf31408,684,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/vite.config.ts,d64e782bfacacfc80995385ede881c63d9cb8ff93e16bff196bef190ab50567a,674,.ts,TypeScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/package-lock.json,5c7c428c5efd1b1eb5909b3ec69fe1643a81dc8ce411a73cd2f19c5b25cf5c41,303069,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/README.md,33be13f082dc538e3a03366b2cbc220932461bebc050c5f474ca13fa9eb5167a,7606,.md,Markdown,documentation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.prettierrc,d51608bb6a349cb8fe4b9428d719c6f66770b9ce6e23a602bc56fa6055e54188,253,[none],Unknown,operational,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/CONTRIBUTING.md,a8825045018d5e446a0a023b36d4803ef7506ebee5459b896b6bffecaa65bf83,1149,.md,Markdown,repository-administration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/package.json,aee9e40aac4f0cc889be989661c6b9c4efe7fe413d95379cfd1a687a0bd46f55,1329,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/LICENSE,8486a10c4393cee1c25392769ddd3b2d6c242d6ec7928e1414efff7dfb2f07ef,34523,[none],Unknown,operational,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.gitignore,825b645344b8977572780525d9251849284c9b7e23fad2db0637497796ecbc9c,535,[none],Unknown,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/components.json,d0ada54e59710099b766eae59a1a35d31b717a6ec43d73a8814de1815ddc1749,516,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/index.html,255207817928c2df08e79bc6152a19b0f28bd8f91189adbcf50b669bec35f98b,297,.html,HTML,operational,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/tsconfig.json,23c57da26bcec4996c4168f01187840c8ec08a1d60c2dd0edad6d984f5c33680,193,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/eslint.config.js,077b52ff1d564835d75c86793a2dbb4a274f6392e2dc5c6dc6edfc1ff328e49a,964,.js,JavaScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/README_fa.md,731735495af9bde742f8d6daa7ece6a45aaa15e90586444ac54b2ad75426ad0f,11811,.md,Markdown,documentation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src/main.tsx,48f25dac8ce63c0804b5e4b45e755181726c2930e544421d146dcdd0d9406266,235,.tsx,TypeScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src/index.css,a4dfbbd1f49ea97709cd338d492a03c0f986497bd533ab25ad6dcb5740e88c91,6513,.css,CSS,operational,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src/App.tsx,f6476857d3d05267d14bcb130d496300f78c2ea392fc1fcf53726d971f3c2482,2858,.tsx,TypeScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/docs/screenshot-idle2.png,0c4586329d94dc8c4c98e052ee4379445fa94cd89e4dd33f3afec548eecc2724,174783,.png,Unknown,documentation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/Cargo.lock,95a9e14d0cdff53164bfeb1f9721ed5fd9c40dbd8ce867ee661c0a5fe9c8d747,112115,.lock,Unknown,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/tauri.conf.json,e06ec8a8ee19065fb449b4808777faf2a61d96214c54a0b76ddb467042070a87,930,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/build.rs,487059eaf8a947b80f20a9aacac038a5047b2ad69d2401b827376c67d6fe847f,39,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/Cargo.toml,42c60a7f2f2aea20196db09461ca8718e8c8eeca0ba64d00c899c67a9364ba5b,545,.toml,TOML,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.github/workflows/build.yml,0b0e5f9d3889922cc821ed44051cd0d182546aa0cf49669458821a77249819ee,3546,.yml,YAML,repository-administration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.github/ISSUE_TEMPLATE/feature_request.yml,39b0308d4e32211ab50c7fc9d866e752278d7720e619c7863c2a176355e8db85,831,.yml,YAML,repository-administration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/.github/ISSUE_TEMPLATE/bug_report.yml,692767c24ccaf337e9fa848b127fbddd3ef824676181c7e3c87fd30056862173,2016,.yml,YAML,repository-administration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square89x89Logo.png,5f239cb55ef022dc7e5e84879e9baaa18922bddb3900e7838f7241d50cb4ead1,3057,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square71x71Logo.png,e895ee737ce3f1e2e2469f1cce5baa303708c35dab77d0a1a543d068d659ac61,2249,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/64x64.png,900df532cbdc70f6ceb03cf160be73c4398d8b8ab0a247cc4307d2283d553217,1928,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square142x142Logo.png,0cf1dfc13d207b1f0e0a63c09a6f3dc3bdafda964d375467fbf800c92d8eef1d,6284,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/icon.ico,f792b4ed0d77cf1937ca26abad954ee5cbc6777253e5a155d79c73b13fb527d2,22932,.ico,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/icon.icns,5aa8c60881f88a94a9bc6e3e82ac6524e44c50c9fe35c1e22103f85e219a565e,531096,.icns,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/icon.png,c8209ac1e525173cdc763be858079af9caf865053cd92645576c0636b1b8b92d,85791,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square44x44Logo.png,ab2d8b5b70f89aa88c3d04e92b3aa25efc922f2dad0639ea8c20fbc6ca11152c,1153,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square107x107Logo.png,c5d25820a0a8007da01ac3e168af03a0ff38b21e990d675b32b11afd5b6698c6,4083,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/StoreLogo.png,3b8417d8a54b847a6895058b30549302a5c19a41b04fb8e728728cdaf338d531,1390,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/128x128.png,6d3abaac62f2e95e6d2db19577b3544ee8749dc8b9d4f1d7da720028a9ac43ca,5333,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square310x310Logo.png,9db66bed5e10ab412254d0085217e81ac5b0b0d90c397ea78634b98d249cace5,26758,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square284x284Logo.png,f49f6363cceba024baab702984e7c6946cdf9c277616f8fab1fd8a6af3916424,22081,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square30x30Logo.png,4edb59900317504384324e4fa166d25b5223d3ba90867e6cf62f89893dc2b236,705,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/128x128@2x.png,9d58e1025ad1efdf5536a291aeb7b4ea5b186ccdd42302340dc35e9145b80c7f,17581,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/32x32.png,6ffd6e7a743130a2d2bafa331760cb0d1e00b69cf274db3cb45a62e9c9df6143,771,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/Square150x150Logo.png,6a8584f8daeecc89884fd3355134f15914361ff409e623be185bb4d0caa6b9e3,6783,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/logo.png,1f0e70b37e1aeffbe2f2d2bb07faa1f8ced53157ff07eec6a9199e13473e86bb,433564,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/capabilities/default.json,bb2aeede9a656cb22e93c1e2b895e96b3a67d9ed5ffc380cadcdeb6885d75939,446,.json,JSON,configuration,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/binaries/fetch-aether.sh,dc10c934d338f852676a1064bf25fcb5609abdda1a618671f807553659c1c1e5,1456,.sh,Shell,script,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/commands.rs,bdbf5f413fa9016ecc90f05123993460bab60153444607feaaecb3b70626ac6d,1381,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/state.rs,1adbd1c0570b4f4bfa30cce10c938ee5a10f4884580b038d3e1473256680b802,1599,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/main.rs,bfa6ed24c90b903dc02cedd235448af56e962efe51acab71af0f533db77668aa,1996,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/focus.rs,5d5d20ca6177d1815b94ce06962d0661435e5287ae39dc4272635236d33c9f57,1871,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/tray.rs,23daf4dae2e84d0417a4a036fa790cf3f3049adcef3b14a3ce0e888cfa827ebb,3037,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/error.rs,94695a115ba3da1ee8705ef3d227a4f7e4f9d0929d570752bf74849b9aabfc0c,899,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/events.rs,6441fb41abc49141743bd94723c446230a366e78f8f97cdf9a10c3703cb095c4,549,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/mod.rs,e75290ca71ffd956a52e389177133432962c7c0ce63d50b4e59e782682bbdbc2,16140,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/status.rs,77ef138fca1fbb412bf19b504a8b042bd951422bd4a35f5f628078281edfd3f3,5665,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/orphan.rs,3775c6a2bd9668dae1c681cc37c5c505c543b9506094669b6a329493b1716c84,1785,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/pty.rs,7cc64d8f81a8da415d6bf09abd0f511a4da82feecacda064eca062c3c79e899b,14493,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/prompts.rs,1af617a8cd5721d08c2a2a1a5b646ce5a3559e96f098ec2789bf2924eac72a9c,2837,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/src/aether/profiles.rs,2713a5e8eeffd07a26d75a552399e80163ed300f75d74c1c924764884ddc29eb,16859,.rs,Rust,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-29x29@2x-1.png,7f538a154ff196486b31ef4bcd7cc0956432edfe8fde6b83684b04059728877c,1678,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-29x29@3x.png,1a7cc0109df2b963e9d7e9ebf579fabf488d5a86d3a0dd4999b4884a5197308e,3002,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-20x20@1x.png,1cecf9296af6ce254c55f80ac8ac5f46f05f9b5bc937ec2d1bd333d753053a0e,439,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-76x76@1x.png,2de6292b80732f1a91d3f519dddf64064f77af26888c4e04ec21befbbfe93929,2475,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-20x20@3x.png,ffaad43ea5efd650e4ed4be91c33b1b14a12b7404a99657d0cf4dad3d01f2ab4,1751,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-40x40@2x-1.png,91c55a7de31d985e7037412fc905e97f3e9ddf2d625c91aba23a60886de561e5,2650,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-40x40@3x.png,8b4e720f4698e4f14bde909cf9db8166215281a6c9b258a804872b31b3798abe,4808,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-83.5x83.5@2x.png,cc6c8b2b22d83572d7a7853298f3473f458ac156d07ffc37f6d01aade9e20ea0,8003,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-29x29@1x.png,127886b36f19e7f0ecc1d845de97721fd7c983be306dcb28d6ba0ba938cba93d,684,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-40x40@2x.png,91c55a7de31d985e7037412fc905e97f3e9ddf2d625c91aba23a60886de561e5,2650,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-20x20@2x-1.png,807c070c0dfaaec3be9d15d8a6086d10d2c9c7dc261d91a3f233b7c544d631d6,1016,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-76x76@2x.png,41c5b720757bcc0d8bc33bfda8cd4ea8d94b9e231aed50886703d1af6ed92eb4,6914,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-40x40@1x.png,807c070c0dfaaec3be9d15d8a6086d10d2c9c7dc261d91a3f233b7c544d631d6,1016,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-60x60@3x.png,6e9c4f6bf64247d2e5503cd095748611c3d2b38b0147b99b2570f923b7acb24a,9011,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-512@2x.png,777f19ecc08e2ef40fc2563235177c59d1f1f1247a9ad1f541e17d6252cfb0fc,313933,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-60x60@2x.png,8b4e720f4698e4f14bde909cf9db8166215281a6c9b258a804872b31b3798abe,4808,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-20x20@2x.png,807c070c0dfaaec3be9d15d8a6086d10d2c9c7dc261d91a3f233b7c544d631d6,1016,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/ios/AppIcon-29x29@2x.png,7f538a154ff196486b31ef4bcd7cc0956432edfe8fde6b83684b04059728877c,1678,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-hdpi/ic_launcher_round.png,5169ff99f4cbb4689cf1896982fa04b033908d4a4ed1cca714c9b3bdee271524,1368,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-hdpi/ic_launcher_foreground.png,b66a942d19d8f4ce9d9a9cb5316a691156f3217a14baf660e1c0b5906b525402,7617,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-hdpi/ic_launcher.png,b9aecd4ffdf5db70c1a021b8ab35c6248aa52e8513bbea19e209c8f91fdf71f1,1149,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxhdpi/ic_launcher_round.png,7f02461e9872fade61b064110df575cdc9bc79ba073b66cecd84dac2dc30d0a2,6348,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxhdpi/ic_launcher_foreground.png,f1581cc2d2aa850ef5a7a35a0e3e58dd55b220795e45eaca80e7007b67184fcc,29438,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxhdpi/ic_launcher.png,849ecee5467811b0911394ee55869e631ad219c59d34cb9085d0a97a8e464281,5313,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxxhdpi/ic_launcher_round.png,457cec62d9d7453aa3fe7b5f5d89dd91430e67bee2fcd43db577f5077786f3ea,9942,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxxhdpi/ic_launcher_foreground.png,39560cb888b738477c29cf07216610d30dd83459db53e4066249bdcb6c7dbdf5,57696,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xxxhdpi/ic_launcher.png,1e1e352fb68d7826ebf5e0ffa63123b862932e72e1cddcb1f9c30023e4b6ee9a,8277,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-anydpi-v26/ic_launcher.xml,760d4b8a06bf7163dd010c33ad2cac9e4a75fa0177afaba042f83e311eef0c3e,261,.xml,XML,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-mdpi/ic_launcher_round.png,e8802b79b49991743e6eabab381b6299869137bd0a35b041be4b43a734ff8b4d,1328,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-mdpi/ic_launcher_foreground.png,d21dc68383d223124f995a236d327cc4703d0da4d9d1192d3d17bad8b5f8775d,4174,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-mdpi/ic_launcher.png,6c42b8eed1d0cfdafc9ca2e9ef282995ff85f010a7418a32a557074c94ea8ec6,1129,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xhdpi/ic_launcher_round.png,e11f2ffb51fedf15b3692d00335efbcd10c580f4a2f1c6fc4c819c2655d235ea,3525,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xhdpi/ic_launcher_foreground.png,5b4dfb95018a455b83c655aa10fddc300b2935ec94da2f36f2de8d691b05f945,12491,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/mipmap-xhdpi/ic_launcher.png,b8b5bde115e907d40dcd2be6d9ac00d322ca32c2b68cf1bc51ffcbb23856d448,2906,.png,Unknown,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src-tauri/icons/android/values/ic_launcher_background.xml,0687336f0ccc6f7ee09c7c95110667c63b75931238df779a21af401fb864cd34,115,.xml,XML,media,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/windowFocus.ts,8fe58ce38bdd4c9ffcfcaf493782b7b785ce40f90c4ade6eb037e200c5f55e6e,1795,.ts,TypeScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
Aether-GUI-main(1).zip,Aether-GUI-main/src/state/connectionStore.ts,234ff83f44785fd03709006feede1d99de7b67dcb29b29f62c63d47c1f28dd59,8668,.ts,TypeScript,implementation,authoritative,PR222-S001,exact-byte historical regular-file revalidation; prior fine-grained semantics retained
