path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,2fb995e15245e35abfa38cd70effea94b066755e0cd11332e6d03711d066b4a0,02c29e45ca34adb6b04a04c3aa8fd27c14540e0a745184813c19980e49199358,wire the post-refactor-97 successor convergence gate while preserving the post-refactor-83 gate
governance/convergence/post-refactor-97-adoption-ledger.csv,added,n/a,69236ec23716d8d338e1c89271f5479bffb57625906b227a04a433f7a9f044b0,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-baseline-files.csv,added,n/a,0a3335e637941e7367a5d0bfb3205fb254e322b3c0570337b9bd8817ca6a616f,hash-freeze the exact delivered 83-donor baseline for successor and historical delta verification
governance/convergence/post-refactor-97-directories.csv,added,n/a,bfa977512143887df047d05a3d5d181609e7783b13e08e0568b6c4c31a1825fe,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-donors.csv,added,n/a,d1cf0c085d9f86bb350327e71acd07286ea206987824aeee68f25786ff6ce29e,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-final-report.md,added,n/a,c20f708798c3cd688043e813464ff888b0b1dd6e35ab5b3b693743fa773d8bc6,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-high-level-plane-audit.csv,added,n/a,29f05984944dbdf5098f0fe9713f1ee04bddcd64915fb3fb65643277c249e77f,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-historical-resolutions.csv,added,n/a,2c398fa353d61786c38f5441f44e54594d8b222cf3fb83deffca2489f42ebd32,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-license-map.csv,added,n/a,132258a75eb3331c8c28156ed60cfb8c4f97307e3abdd7106fa9a6d73de729c8,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-modules.csv,added,n/a,28310349efe8a3a7bee22fd16419a2ac15c67a0807b81d3045307bf180639e0b,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-nested-archives.csv,added,n/a,425255898877e38d5d78e15d4af67229bf2e2010f4a83d9ad9093ab31bfe4c7b,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-new-directories.csv,added,n/a,6cde12f7030889eb800ec5c535d720558273e033047f1b3e3acba2354c3aa4c8,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-new-donors.csv,added,n/a,999422a6832743c57e3dc3aa7d01f915ddd00eda9bfd804ce5281d5f8d997db7,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-new-license-map.csv,added,n/a,d04649be152093d1624273ea79a78ba7780d2f5e9fe39a401cc74050d77aec71,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-new-nested-archives.csv,added,n/a,f6e902ea520cc877a4e16afa335741de8a986196bc2155dc0902d1ce3b1f0b0e,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-omission-audit.md,added,n/a,455629bfa94f45ba029e9185e98327841ce5728784d09dcc2add260b91dca7cf,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-operator-runbook.md,added,n/a,4e526c6375a550489efd3691627f30c85de78cb4df19cb73733632aa2f031faa,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-peer-synthesis.md,added,n/a,97c1b3908c67b8fdd76046d28ac0c26e3ab0069e9f24797e9eebfd422ef41538,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-summary.json,added,n/a,30e74635be5656add39bf376e750dcc7c2013d589b7a158d80579279c333a19c,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-supersession-map.csv,added,n/a,8a2ce1a69e1335f309cd1a9f7228d447a073179a39320cac5dd07a182c033e31,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-surfaces.csv,added,n/a,90a060eb3eb896a7a88fbc65f77ba4544c92ad0cf67ff1606f1219aeae240606,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-symbols.csv,added,n/a,0622d524b5609cc1cddec2d8043c05a1eb043e8f798080c0b3d983be717b6912,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-target-repairs.csv,added,n/a,1db9eb60e7c4e8e5ac6980388169d8879d64a7ead0044683a29a01a82aaa8871,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
governance/convergence/post-refactor-97-validation.md,added,n/a,5be32362f38365c51df798a5aa1de303e363aaed90ca2d087b0e355216752a61,"record the 97-donor successor evidence, accountability, decisions, corrections, validation boundary, and operator/release truth"
scripts/checks/check_post_refactor_83_convergence.py,modified,0379fbbfe9a1a18cf10e4a08dc033b7b382231e1fd481e72bc75fac301b3bb3f,49b0f0b14d5236c759d6b4b20279dc72900d4b7631eb2d954caa3bbe96119749,freeze the historical 83-donor checker against the exact successor baseline so later source changes do not invalidate historical evidence
