path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,7d40423288600608b3b830c3f665268f8e81a2b5d9530d62d9971c6b880dbffc,723f9b5b489a2d67af60e2a30fe5a5e5767c70be492de6f9883d8f2d31061cb7,wire post-refactor-220 exact convergence verification while freezing historical successor evidence
docs/architecture/overview.md,modified,eed3e69071b7f834a3293ca2d5b66a582c9000ab43a95c3ef1bcf94065ae8984,62f3eca3644d289ea96f19e05be5f13187f71aa4820f9e6a9935e8853d57c069,"document post-refactor-220 target-native flow, network, compatibility, recovery, and authority boundaries"
docs/convergence/DONOR_ABSORPTION_CONVERGENCE.md,added,n/a,d7751bc4e44df539c89cf7955c9ee24c6ec8bbe69ca314fe92df1b7f220509b2,post-refactor-221 successor addition frozen into the post-refactor-222 pre-change baseline; explicitly accounted so post-220 historical delta remains complete without treating later-wave scaffolding as post-220 behavior
docs/convergence/second-order-pass-221.md,added,n/a,ea655dc669c3e9c45ecd6334556ac76d284fe4e50bb8b3aac84f73edf971a772,post-refactor-221 successor addition frozen into the post-refactor-222 pre-change baseline; explicitly accounted so post-220 historical delta remains complete without treating later-wave scaffolding as post-220 behavior
docs/current-system.md,modified,939d068225c8dd6a58d40ac5095d405876a9efbad96c43ef1314c1608d5e4821,d59cbab166f8b99022b88ef8f8fed201a2792502f3ca9d4a00e52b7a8beff612,"document post-refactor-220 target-native flow, network, compatibility, recovery, and authority boundaries"
governance/convergence/post-refactor-220-adoption-ledger.csv,added,n/a,34ddf306df921a3fe5b9cc139c5d35ef36a194fccb1fc3f19cd4c84f33317c83,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-baseline-files.csv,added,n/a,f304ac7b685c547c3567d00d3458c4d507909f4b391d534a0b6177d83ed3165e,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-cross-wave-accountability.csv,added,n/a,5d54efb24f054b40df2e800fa55f6b1890aa7b4eda814c058b70097c5ce852e6,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-final-report.md,added,n/a,05ddb4d435ba49616affa3ca166b2d7658159b09d3599e21cb1dfaa3b27387dd,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-high-level-plane-audit.csv,added,n/a,abeb5ae884222bc89d17527645ba91108ccd517242e68e162ada6710e7d142f7,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-omission-audit.md,added,n/a,5f7fd0695a1cd21bcfbce08b5835b9389996c02cef07ea853ccb1f6fd097b1ef,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-peer-synthesis.md,added,n/a,7793c2fa10f0f45d2264010568e1055706004d8fe955ed8cf8c6f861e3287da8,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-summary.json,added,n/a,0555ca050cd95c67b6684ffe845d8339e26a63e39173edb5dcd6b9b64f65857c,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/convergence/post-refactor-220-validation.md,added,n/a,8ac68cd8b23fe3cc4ae66ba9e8c51b5ac04ba121ee8dd61b595757140c0aa070,"add post-refactor-220 cross-wave evidence, decisions, omission audit, validation, and reproducibility inputs"
governance/topology/relocations.json,modified,6207a4bf6afb72b81e0ab9347d469c3266f13b419b854e03aa410d4a1af3dd12,908ff3edc86115cd6a8da22f1b18aa5067ed21a740c90c730637c6cd79dc1380,record post-refactor-220 capability registry expansion as a reviewed historical-topology transformation rather than weakening immutable-topology verification
scripts/checks/check_post_refactor_180_convergence.py,modified,db216a1f1dadfc98806346fb7c5ab4582139fa5bf00d1bc02ab0309058ab9048,3dacba7e906b48591bcd33c76308575baa2b5f943d572a060a28a020e2e2d0d1,wire post-refactor-220 exact convergence verification while freezing historical successor evidence
scripts/checks/check_post_refactor_220_convergence.py,added,n/a,7bc914cd082389df27149aff4cc31d088b533e8d676173e7fc3a34da35b64323,wire post-refactor-220 exact convergence verification while freezing historical successor evidence
