donor,path,kind,symbol,line
3xui-telegram-bot-main,main.py,py_def,main,26
3xui-telegram-bot-main,main.py,py_def,on_startup,55
3xui-telegram-bot-main,config.py,py_def,_int_list,8
3xui-telegram-bot-main,config.py,py_def,_parse_inbounds,12
3xui-telegram-bot-main,config.py,py_def,_parse_cards,35
3xui-telegram-bot-main,config.py,py_def,proxy_enabled,78
3xui-telegram-bot-main,config.py,py_def,cards_text,95
3xui-telegram-bot-main,config.py,py_class,Config,58
3xui-telegram-bot-main,config.py,js_class,Config,58
3xui-telegram-bot-main,config.py,jvm_type,Config,58
3xui-telegram-bot-main,database.py,py_def,init_db,9
3xui-telegram-bot-main,database.py,py_def,upsert_user,148
3xui-telegram-bot-main,database.py,py_def,get_balance,159
3xui-telegram-bot-main,database.py,py_def,add_balance,166
3xui-telegram-bot-main,database.py,py_def,create_pending_payment,180
3xui-telegram-bot-main,database.py,py_def,get_pending_payment,192
3xui-telegram-bot-main,database.py,py_def,update_payment_status,199
3xui-telegram-bot-main,database.py,py_def,has_free_trial,208
3xui-telegram-bot-main,database.py,py_def,record_free_trial,214
3xui-telegram-bot-main,database.py,py_def,create_order,223
3xui-telegram-bot-main,database.py,py_def,get_user_orders,235
3xui-telegram-bot-main,database.py,py_def,create_discount_code,244
3xui-telegram-bot-main,database.py,py_def,get_discount_code,252
3xui-telegram-bot-main,database.py,py_def,use_discount_code,262
3xui-telegram-bot-main,database.py,py_def,delete_discount_code,279
3xui-telegram-bot-main,database.py,py_def,list_discount_codes,285
3xui-telegram-bot-main,database.py,py_def,get_all_user_ids,292
3xui-telegram-bot-main,database.py,py_def,get_expiring_orders,300
3xui-telegram-bot-main,database.py,py_def,create_discount_code,308
3xui-telegram-bot-main,database.py,py_def,get_discount_code,317
3xui-telegram-bot-main,database.py,py_def,use_discount_code,327
3xui-telegram-bot-main,database.py,py_def,delete_discount_code,344
3xui-telegram-bot-main,database.py,py_def,list_discount_codes,350
3xui-telegram-bot-main,database.py,py_def,get_all_user_ids,357
3xui-telegram-bot-main,database.py,py_def,get_expiring_orders,366
3xui-telegram-bot-main,database.py,py_def,add_referral,381
3xui-telegram-bot-main,database.py,py_def,get_inviter,394
3xui-telegram-bot-main,database.py,py_def,get_referral_count,403
3xui-telegram-bot-main,database.py,py_def,get_user,412
3xui-telegram-bot-main,database.py,py_def,get_setting,420
3xui-telegram-bot-main,database.py,py_def,set_setting,427
3xui-telegram-bot-main,database.py,py_def,has_reminder_sent,436
3xui-telegram-bot-main,database.py,py_def,mark_reminder_sent,445
3xui-telegram-bot-main,database.py,py_def,clear_reminder,454
3xui-telegram-bot-main,utils/pricing.py,py_def,get_prices,4
3xui-telegram-bot-main,utils/pricing.py,py_def,calc_price,15
3xui-telegram-bot-main,utils/pricing.py,py_def,price_breakdown,25
3xui-telegram-bot-main,utils/qr.py,py_def,make_qr,3
3xui-telegram-bot-main,utils/payment_reminder.py,py_def,check_pending_payments,9
3xui-telegram-bot-main,utils/payment_reminder.py,py_def,payment_reminder_loop,50
3xui-telegram-bot-main,utils/reminder.py,py_def,check_expiry_reminders,8
3xui-telegram-bot-main,utils/reminder.py,py_def,reminder_loop,52
3xui-telegram-bot-main,utils/log_channel.py,py_def,send_log,7
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_new_user,16
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_trial,25
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_purchase,35
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_renew,49
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_wallet_charge,61
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_change_link,72
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_payment_rejected,83
3xui-telegram-bot-main,utils/log_channel.py,py_def,log_referral_bonus,92
3xui-telegram-bot-main,utils/states.py,py_class,WalletSt,2
3xui-telegram-bot-main,utils/states.py,py_class,PurchaseSt,7
3xui-telegram-bot-main,utils/states.py,py_class,RenewSt,15
3xui-telegram-bot-main,utils/states.py,py_class,ServiceSt,21
3xui-telegram-bot-main,utils/states.py,js_class,WalletSt,2
3xui-telegram-bot-main,utils/states.py,js_class,PurchaseSt,7
3xui-telegram-bot-main,utils/states.py,js_class,RenewSt,15
3xui-telegram-bot-main,utils/states.py,js_class,ServiceSt,21
3xui-telegram-bot-main,utils/states.py,jvm_type,WalletSt,2
3xui-telegram-bot-main,utils/states.py,jvm_type,PurchaseSt,7
3xui-telegram-bot-main,utils/states.py,jvm_type,RenewSt,15
3xui-telegram-bot-main,utils/states.py,jvm_type,ServiceSt,21
3xui-telegram-bot-main,keyboards/__init__.py,py_def,main_menu,6
3xui-telegram-bot-main,keyboards/__init__.py,py_def,channel_kb,18
3xui-telegram-bot-main,keyboards/__init__.py,py_def,wallet_kb,25
3xui-telegram-bot-main,keyboards/__init__.py,py_def,paid_kb,32
3xui-telegram-bot-main,keyboards/__init__.py,py_def,back_kb,39
3xui-telegram-bot-main,keyboards/__init__.py,py_def,confirm_buy_kb,45
3xui-telegram-bot-main,keyboards/__init__.py,py_def,confirm_renew_kb,54
3xui-telegram-bot-main,keyboards/__init__.py,py_def,admin_payment_kb,63
3xui-telegram-bot-main,keyboards/__init__.py,py_def,service_kb,72
3xui-telegram-bot-main,keyboards/__init__.py,py_def,confirm_chlink_kb,80
3xui-telegram-bot-main,keyboards/__init__.py,py_def,tutorial_os_kb,89
3xui-telegram-bot-main,keyboards/__init__.py,py_def,inbound_choice_kb,99
3xui-telegram-bot-main,handlers/start.py,py_def,cmd_start,15
3xui-telegram-bot-main,handlers/start.py,py_def,check_member,53
3xui-telegram-bot-main,handlers/start.py,py_def,back_main,73
3xui-telegram-bot-main,handlers/start.py,py_def,tariff,95
3xui-telegram-bot-main,handlers/start.py,py_def,support,122
3xui-telegram-bot-main,handlers/start.py,py_def,referral_link,134
3xui-telegram-bot-main,handlers/start.py,py_def,tutorial_start,233
3xui-telegram-bot-main,handlers/start.py,py_def,tutorial_os,242
3xui-telegram-bot-main,handlers/start.py,py_def,tutorial_back,268
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,__call__,20
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,broadcast_start,31
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,cancel_cmd,37
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,broadcast_send,43
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,add_code,59
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,del_code,73
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,list_codes,83
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,toggle_referral,94
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,toggle_trial,102
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,set_price,110
3xui-telegram-bot-main,handlers/admin_extra.py,py_def,admin_stats,165
3xui-telegram-bot-main,handlers/admin_extra.py,py_class,IsAdmin,17
3xui-telegram-bot-main,handlers/admin_extra.py,py_class,AdminSt,25
3xui-telegram-bot-main,handlers/admin_extra.py,js_class,IsAdmin,17
3xui-telegram-bot-main,handlers/admin_extra.py,js_class,AdminSt,25
3xui-telegram-bot-main,handlers/admin_extra.py,jvm_type,IsAdmin,17
3xui-telegram-bot-main,handlers/admin_extra.py,jvm_type,AdminSt,25
3xui-telegram-bot-main,handlers/wallet.py,py_def,wallet_menu,17
3xui-telegram-bot-main,handlers/wallet.py,py_def,topup_start,27
3xui-telegram-bot-main,handlers/wallet.py,py_def,topup_amount,37
3xui-telegram-bot-main,handlers/wallet.py,py_def,topup_paid,53
3xui-telegram-bot-main,handlers/wallet.py,py_def,topup_receipt,59
3xui-telegram-bot-main,handlers/trial.py,py_def,free_trial,18
3xui-telegram-bot-main,handlers/admin.py,py_def,__call__,19
3xui-telegram-bot-main,handlers/admin.py,py_def,approve_payment,27
3xui-telegram-bot-main,handlers/admin.py,py_def,reject_payment,100
3xui-telegram-bot-main,handlers/admin.py,py_def,_deliver_service,126
3xui-telegram-bot-main,handlers/admin.py,py_class,IsAdmin,16
3xui-telegram-bot-main,handlers/admin.py,js_class,IsAdmin,16
3xui-telegram-bot-main,handlers/admin.py,jvm_type,IsAdmin,16
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_start,19
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_gb,31
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_service_name,53
3xui-telegram-bot-main,handlers/purchase.py,py_def,enter_discount_cb,100
3xui-telegram-bot-main,handlers/purchase.py,py_def,cancel_purchase_with_discount,106
3xui-telegram-bot-main,handlers/purchase.py,py_def,apply_discount,128
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_confirm,162
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_paid,203
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_receipt,209
3xui-telegram-bot-main,handlers/purchase.py,py_def,buy_pick_inbound,245
3xui-telegram-bot-main,handlers/services.py,py_def,my_services_msg,21
3xui-telegram-bot-main,handlers/services.py,py_def,my_services_cb,27
3xui-telegram-bot-main,handlers/services.py,py_def,_show_services,31
3xui-telegram-bot-main,handlers/services.py,py_def,view_service,54
3xui-telegram-bot-main,handlers/services.py,py_def,_service_text,66
3xui-telegram-bot-main,handlers/services.py,py_def,chlink_start,88
3xui-telegram-bot-main,handlers/services.py,py_def,chlink_confirm,97
3xui-telegram-bot-main,handlers/services.py,py_def,renew_start,115
3xui-telegram-bot-main,handlers/services.py,py_def,renew_gb,125
3xui-telegram-bot-main,handlers/services.py,py_def,renew_confirm,143
3xui-telegram-bot-main,handlers/services.py,py_def,renew_paid,176
3xui-telegram-bot-main,handlers/services.py,py_def,renew_receipt,182
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,info,15
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,ok,17
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,warn,18
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,err,19
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,pause,20
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,env_get,21
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,env_set,37
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,mask,60
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,maybe_restart,70
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,status_line,78
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,do_backup,86
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,do_restore,96
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,view_db_stats,117
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,reinstall_deps,127
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,health_check,137
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,uninstall_bot,201
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_bot,215
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_channel,231
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_panel,249
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_inbounds,271
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_proxy,402
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_log,418
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_reminder,433
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,settings_cards,454
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,edit_env,508
3xui-telegram-bot-main,scripts/vpn-bot.sh,shell_func,show_menu,543
3xui-telegram-bot-main,scripts/parse_panel.py,py_def,list_inbounds,4
3xui-telegram-bot-main,scripts/parse_panel.py,py_def,validate_inbound,20
3xui-telegram-bot-main,scripts/utils.sh,shell_func,info,7
3xui-telegram-bot-main,scripts/utils.sh,shell_func,ok,9
3xui-telegram-bot-main,scripts/utils.sh,shell_func,warn,10
3xui-telegram-bot-main,scripts/utils.sh,shell_func,err,11
3xui-telegram-bot-main,scripts/utils.sh,shell_func,ask_required,12
3xui-telegram-bot-main,scripts/utils.sh,shell_func,ask_optional,22
3xui-telegram-bot-main,scripts/utils.sh,shell_func,ask_yesno,30
3xui-telegram-bot-main,scripts/utils.sh,shell_func,ask_number,40
