wave,donor,path,kind,symbol,line
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/ConfigurationActivity.kt,function,discardChanges,53
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/ConfigurationActivity.kt,function,saveChanges,60
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/ConfigurationActivity.kt,function,fallbackToManualEditor,66
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/InternalPlugin.kt,type,InternalPlugin,24
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/NativePlugin.kt,type,NativePlugin,26
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/NoPlugin.kt,type,NoPlugin,28
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/OptionsCapableActivity.kt,function,pluginOptions,34
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PathProvider.kt,type,PathProvider,31
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PathProvider.kt,function,addPath,34
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PathProvider.kt,function,addTo,41
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PathProvider.kt,function,addAt,49
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginConfiguration.kt,type,PluginConfiguration,28
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginConfiguration.kt,function,getOptions,55
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginContract.kt,type,PluginContract,29
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginList.kt,type,PluginList,30
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginList.kt,function,check,57
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,type,PluginManager,45
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,type,PluginNotFoundException,46
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,fetchPlugins,54
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,buildUri,71
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,buildIntent,76
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,type,InitResult,78
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,init,86
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,initNative,102
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,initNativeFaster,149
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,initNativeFast,157
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,initNativeSlow,165
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,entryNotFound,167
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginManager.kt,function,ComponentInfo,194
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginOptions.kt,type,PluginOptions,31
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginOptions.kt,function,putWithDefault,76
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginOptions.kt,function,append,79
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/PluginOptions.kt,function,toString,89
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/obfs_local/ConfigActivity.kt,type,ConfigActivity,32
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/obfs_local/ConfigActivity.kt,function,onFinish,84
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/obfs_local/ConfigFragment.kt,type,ConfigFragment,36
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/obfs_local/ConfigFragment.kt,function,onInitializePluginOptions,45
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigActivity.kt,type,ConfigActivity,32
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigActivity.kt,function,onFinish,84
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigFragment.kt,type,ConfigFragment,37
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigFragment.kt,function,readMode,45
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigFragment.kt,function,onInitializePluginOptions,66
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/plugin/v2ray/ConfigFragment.kt,function,onModeChange,130
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginConfigurationDialogFragment.kt,type,PluginConfigurationDialogFragment,35
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginConfigurationDialogFragment.kt,function,setArg,41
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginPreference.kt,type,PluginPreference,32
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginPreference.kt,function,init,62
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginPreferenceDialogFragment.kt,type,PluginPreferenceDialogFragment,48
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginPreferenceDialogFragment.kt,function,bind,65
post-refactor-20c,Exclave-dev,app/src/main/java/com/github/shadowsocks/preference/PluginPreferenceDialogFragment.kt,function,setArg,106
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/BootReceiver.kt,type,BootReceiver,32
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,Key,24
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,TunImplementation,330
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,RootCAProvider,335
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,GroupType,342
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,SubscriptionType,347
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,ExtraType,354
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,GroupOrder,360
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,Action,366
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,LogLevel,377
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,FabStyle,385
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,RouteMode,390
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/Constants.kt,type,TLS_FRAGMENTATION_METHOD,396
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/QuickToggleShortcut.kt,type,QuickToggleShortcut,38
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,type,SagerNet,70
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,getPackageInfo,170
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,getClipboardText,229
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,trySetPrimaryClip,234
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,updateNotificationChannels,242
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,reloadNetwork,269
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,startService,321
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,reloadService,325
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/SagerNet.kt,function,stopService,328
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/aidl/AppStats.kt,type,AppStats,27
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/aidl/AppStatsList.kt,type,AppStatsList,26
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/aidl/TrafficStats.kt,type,TrafficStats,26
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/AbstractInstance.kt,type,AbstractInstance,24
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/AbstractInstance.kt,function,launch,26
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,BaseService,54
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,State,56
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,ExpectedException,67
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,ExpectedExceptionWrapper,68
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,Data,71
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,changeState,88
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,Binder,95
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,broadcast,120
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,loop,137
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,loopStats,182
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,checkLoop,295
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,stateChanged,333
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,profilePersisted,338
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,missingPlugin,344
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,type,Interface,360
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,createNotification,363
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,onBind,365
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,forceLoad,368
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,startProcesses,381
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,startRunner,385
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,killProcesses,390
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,stopRunner,398
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,persistStats,431
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,preInit,436
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,acquireWakeLock,439
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,lateInit,441
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/BaseService.kt,function,onStartCommand,452
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/Executable.kt,type,Executable,32
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/Executable.kt,function,killAll,38
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/GuardedProcessPool.kt,type,GuardedProcessPool,41
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/GuardedProcessPool.kt,function,streamLogger,52
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/GuardedProcessPool.kt,function,start,57
post-refactor-20c,Exclave-dev,app/src/main/java/io/nekohasekai/sagernet/bg/GuardedProcessPool.kt,function,looper,64
