change_type,path,baseline_sha256,baseline_size_bytes,baseline_mode,current_sha256,current_size_bytes,current_mode
modified,Makefile,688cb468400a224cefeb2f0d27db9c59e05aa4d21f9dcc77b740eb01493ea5e4,18051,0o644,2f5820a608b0f223a214fb1d788f90a5947d8ce5a844d8cd08314fd1951800a0,18664,0o644
added,governance/convergence/post-refactor-232-adoption-ledger.csv,n/a,n/a,n/a,9c2e03f11cb2afc5693e0e268ca7e0617d0303b340e39afd1124314f77d2d708,823566,0o644
added,governance/convergence/post-refactor-232-all-history-module-audit.csv,n/a,n/a,n/a,3ac6823619dbc693e9f2d32f57442af7146a3aae1344e31d69d0a9c52d7b1554,416913,0o644
added,governance/convergence/post-refactor-232-all-history-second-order-audit.md,n/a,n/a,n/a,80dafbb41a791131ff87fc123c5260959509f445543b68e8c71e61b3f30cf93b,484,0o644
added,governance/convergence/post-refactor-232-all-history-summary.json,n/a,n/a,n/a,86cd339390e3a7d92053f79e08dd4f84465ab825fbd6047757d0456418e64497,509,0o644
added,governance/convergence/post-refactor-232-all-history-surface-audit.csv,n/a,n/a,n/a,1031a3df664dd3f4d2e71853ff6264773f90cad40696b3dd820daa688a3a0195,19050710,0o644
added,governance/convergence/post-refactor-232-all-history-symbol-index.csv,n/a,n/a,n/a,364db194f459270286540b26a20c9aafb425432c2f030f8b43eb5b2141795402,14667915,0o644
added,governance/convergence/post-refactor-232-architecture.md,n/a,n/a,n/a,120daafdd008ef47b1e377e7db01aebaab63e094c445c2a02a7faee6217a9401,837,0o644
added,governance/convergence/post-refactor-232-archive-accountability.csv,n/a,n/a,n/a,87b33f7ab89dbc8e855823cbe206bacddbc88dc9b8baaa25360328dc6eb11f19,584,0o644
added,governance/convergence/post-refactor-232-baseline-files.csv,n/a,n/a,n/a,1eaf71719e55474a146ce6d2be2baafda3ae44cacadff9fc0df8878f3da463e7,414886,0o644
added,governance/convergence/post-refactor-232-directories.csv,n/a,n/a,n/a,f7f56029dac89d033aedd12cc23d7adaf198b215bf369d1fa56d9b22e822188b,36865,0o644
added,governance/convergence/post-refactor-232-evidence-summary.json,n/a,n/a,n/a,e1344573bceb22fd5e223883b6eb725d93d57578443a1bb9a68bd90f869b8ccc,644,0o644
added,governance/convergence/post-refactor-232-module-audit.csv,n/a,n/a,n/a,f04cf550ae32958322e60c54ddad23010edd91e82ae18770126cb07317caf5b9,45463,0o644
added,governance/convergence/post-refactor-232-omission-audit.md,n/a,n/a,n/a,95893eef6b8f30805a1f1ff4590b45f212dc2c4c12d97da0ef4fd97df374617f,603,0o644
added,governance/convergence/post-refactor-232-operator-runbook.md,n/a,n/a,n/a,f69fc23b02f2e29dc9b0ea6f27d80aa02ceac352004b77ebcc315eebaa602608,504,0o644
added,governance/convergence/post-refactor-232-peer-synthesis.md,n/a,n/a,n/a,76496767581f7fa0daed3a9ab6c79ce70196503927812d356b8b4f05b7280c68,907,0o644
added,governance/convergence/post-refactor-232-security-model.md,n/a,n/a,n/a,e9983147e9d7355f9cd5f0ebc04852ef773e48b2cdb441d5b486e523c9af82b3,758,0o644
added,governance/convergence/post-refactor-232-state-machines.md,n/a,n/a,n/a,57634b336bf7be33c3c63ec1dda9ada2681337bf5729f031545e0a14ac9a2576,631,0o644
added,governance/convergence/post-refactor-232-supersession-map.csv,n/a,n/a,n/a,8777ebecfdb529e787967e89e8ebca85aad9a2d5c900bd647fffd542539e9495,11045,0o644
added,governance/convergence/post-refactor-232-surface-accountability.csv,n/a,n/a,n/a,ba90b0b0e6e2b7c5c2cc63824fa2fb7b214ed4ff84cf14367006af4e4358a0f3,276130,0o644
added,governance/convergence/post-refactor-232-symbols.csv,n/a,n/a,n/a,2640370eb9143ffbf891a81b18a6bf7956750bc5bdcd7723dfeaeb4a8221e26b,115816,0o644
added,governance/convergence/post-refactor-232-symlinks.csv,n/a,n/a,n/a,e5b936a09177912168b7a282d2f389db40e54159a584993514ed943fd3075be0,30,0o644
added,governance/convergence/post-refactor-232-validation.md,n/a,n/a,n/a,47324c03e178ee7693afb6aab45ac31ecf89c254d552484a3b260494dadb7cf3,1808,0o644
modified,scripts/checks/check_post_refactor_231_convergence.py,6c534593427120799ee2334ca2aa090f06809acd6048c5af829b42741d43ab2d,18943,0o755,14fed742b69f6ca0f1da41710f68eeded3779618c69e87dbfe9fce9b3895c88d,20375,0o755
added,scripts/checks/check_post_refactor_232_convergence.py,n/a,n/a,n/a,125d3ca2d5f971261e5ee18be423c0cb62c1fa9360f556cb0a22b70af2b005be,18306,0o755
added,scripts/generate/generate_post_refactor_232_delta.py,n/a,n/a,n/a,fb382d0394ef0fca57ddcb9d0829c0d4a3c4b9917f4b7f5f8f1a0a6c5a522382,2089,0o755
added,scripts/generate/generate_post_refactor_232_evidence.py,n/a,n/a,n/a,7bc03e9ddcc66e4462558d0402334a32e4d9db2f9c4e9ee08c5809bec1d13ad6,43780,0o755
modified,src/apps/daemon/internal/adapters/api/.context,5202ad8b09e542a0c9faba8d4015a89b42c6fc7db0577269109abfdafaf13d2a,2952,0o644,b3a2580d885cd53b8cd81419b167b0eed062635d5a90b16d0499890b34a159aa,2952,0o644
added,src/apps/daemon/internal/adapters/api/handlers_post_refactor_232_planners.go,n/a,n/a,n/a,57e619e5a82635d48222155411d012d736baf19d204b1988297cb1490d45bb1e,1804,0o644
modified,src/apps/daemon/internal/adapters/api/routes_system.go,be032afb644fe66343716c64e3dc050e3f2047289775749bc4ccc6623582ccd9,10454,0o644,7c5499b629e3a8262ec58c7346163f4a9d6412c0d19c74d4bb10204053f20fbb,10710,0o644
modified,src/apps/daemon/internal/analysis/diagnostics/.context,1febde5775612418792ab1f543002cc05bc7e7db616445edd36138a995352c48,1729,0o644,28217e3ad6f79f2dd3db0f4c0d5081fcb6d4431ea4e122a2b7f974f561317c88,1764,0o644
added,src/apps/daemon/internal/analysis/diagnostics/dns_resolver_campaign_plan.go,n/a,n/a,n/a,8cfed3ff4689f7e13f4dd9423768c2458999b0750adc5377d693da65e9eb3fdd,7792,0o644
