path,change_type,baseline_sha256,current_sha256,reason
Makefile,modified,02c29e45ca34adb6b04a04c3aa8fd27c14540e0a745184813c19980e49199358,a4ab205113ddca8c24a5ae4090d040a491f546c75565f00d731decc3a1f58c1c,wire post-refactor-117 successor convergence gate while preserving historical gates
governance/convergence/post-refactor-117-adoption-ledger.csv,added,n/a,31e1f61f60e4088b9d6f63b6323e6bda714fd489efd54dffd9bf9d6bfeef76db,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-baseline-files.csv,added,n/a,824b66a2a2b8f4d5d75f837ab94d8e48b6ba19a5a3907c83bf4f0f721fae0925,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-directories.csv,added,n/a,79ff989d0d8616c6ae0024124a606d08283a26ded43af5bc0ed6d178837c182e,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-donors.csv,added,n/a,6150bab8f804a4c27a8583dcf13006cdbda0436441fd3c127f7b42f59f0ff72e,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-final-report.md,added,n/a,263aeca4e9acfc1b2653675c340d8b9cb9d8c863dccee36596ccc6bb3f13db72,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-high-level-plane-audit.csv,added,n/a,cb4d1d99c88b28b1cf25589655c7667d07a18590ba3144ac176b22c5528d1e43,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-historical-evidence-anchors.md,added,n/a,c351e4a8e58c2aa714a06d2d382f191ffe5e6fb4f6bcce7861122b1349deb540,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-historical-resolutions.csv,added,n/a,2c398fa353d61786c38f5441f44e54594d8b222cf3fb83deffca2489f42ebd32,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
governance/convergence/post-refactor-117-historical-schema-normalizations.csv,added,n/a,e514ecde78669b37fb460c423208b89cfcc78a069d68e7b4d882c122040f517b,"117-donor convergence accountability, provenance, semantic disposition, authority, validation, or release evidence"
