wave,donor,path,kind,symbol,line
post-refactor-4d,ZedSecure-main,compile-hevtun.sh,function,clear_tmp,16
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/example/zedsecure/MainActivity.kt,class,MainActivity,5
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,class,AppListMethodChannel,16
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,function,registerWith,20
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,function,onMethodCall,26
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/AppListMethodChannel.kt,function,if,52
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,class,HevTunService,8
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,HevTunService,8
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,TProxyStartService,22
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,TProxyStopService,26
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,TProxyGetStats,30
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,start,42
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,buildConfig,61
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,stop,83
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/HevTunService.kt,function,getStats,93
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,class,MainActivity,9
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,function,onCreate,13
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,function,configureFlutterEngine,17
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,function,onNewIntent,27
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,function,onResume,32
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/MainActivity.kt,function,handleIntent,37
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,class,PingMethodChannel,11
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,registerWith,20
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,onMethodCall,28
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,handlePingHost,55
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,if,60
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,handlePingMultipleHosts,77
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,if,81
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,handleStartContinuousPing,107
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,handleStopContinuousPing,143
post-refactor-4d,ZedSecure-main,android/app/src/main/kotlin/com/zedsecure/vpn/PingMethodChannel.kt,function,pingResultToMap,160
