record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR83-M0001,n/a,CG-PR83-ACCOUNT-MITM-DomainFronting-main,MITM-DomainFronting-main,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,.gitignore,58c59124b1ef1248ef8b887561e9bf5c4043bad7df8505c089a5b5be580596ff,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0002,n/a,CG-PR83-ACCOUNT-MITM-DomainFronting-main,MITM-DomainFronting-main,surface accountability,complete donor subtree accountability: Xray-config,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,Xray-config/MITM-DomainFronting.json,c81ed67de7ca7b0dcc7b63e7d3dfba8bc77a9c0da84bd7d3aaec9186b0bb1135,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0003,n/a,CG-PR83-ACCOUNT-MITM-cheatsheet-master,MITM-cheatsheet-master,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,README.md,083842030a7f64cd2e2c3fe2875c5cc7d1cdb0409eb1213a227e2aa24efc215f,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0004,n/a,CG-PR83-ACCOUNT-Marzban-scripts-master,Marzban-scripts-master,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,README.md,23b5ee22fabcf56ceaa34767887dee3855dc97b027e0589387d029ef40b7a02f,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0005,n/a,CG-PR83-ACCOUNT-NginxReverseProxy-main,NginxReverseProxy-main,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,LICENSE,64305036ea784d0f9a66f3605e16aef12d698719a54077cae73e526cd3f1319a,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0006,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: .git,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,.git/HEAD,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0007,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: @root,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,README.en.md,631f143f7f3de8dee24a9de437fed80485b4d91cdfc841405c2cc17e326ceefd,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0008,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: cert,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,cert/cert.go,d0869545c14fa66ca798040b9fee690dfc40ca0534d51e2ad8cb0cbfb23f38b6,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0009,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: proxy,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,proxy/auto_routing.go,b0124e256da5a196cb258940bb2241a0653b98ee6e6f3523272c3dfc553c8de9,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0010,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: scr,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,scr/NovaApp.jpg,ffd96f4b5030f857ef1b610a435981f3ca874bbf54e0f6d0d462dc4a7ba9bfa2,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
PR83-M0011,n/a,CG-PR83-ACCOUNT-Nova-Proxy-App-main,Nova-Proxy-App-main,surface accountability,complete donor subtree accountability: server,recursively bounded donor subtree,evidence/accountability,accountability bundle; semantic values split into fine records,server/Code.gs,19ed2a8960463d4c9b01e3f5b922c3554da25adda8ca055897a431a03a83bb58,n/a,evidence classification,custom:subtree-accountability,reference-only,"Every surface in this bounded subtree was recursively inventoried and reviewed across implementation, operational, product, deployment, tests, data, generated, documentation and negative evidence.",n/a,n/a,all descendant surfaces stay hash-accounted and eligible for narrower extraction,module accountability never substitutes for fine semantic decisions,n/a,n/a,n/a,see post-refactor-83-license-map.csv,low,n/a,high,reviewed
