donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
IPRadar2ForLinux,IPRadar2/CheckableComboBox.py,0156c3c365fe8c131748695dde6743cdf6ed4c5eb7f48641d91a08da4a6ee93e,4528,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/Config/config.ini,2eba94d9cebd8a2ee3fbebc0c390460e8cb3cdb1a37ceb9c4b681b8101fd8f45,5272,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/Config/locationsResolved.json,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,file,JSON,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/IPRadar2.py,f868a6c1bf915ca36e3c7fa59c5d679acfa84ae38cdb31d464ee79bce3aa2120,830,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/IPRadar2.spec,ec2749564092931296413a1712aa92e0b696c9c0926f852ea10df7c1ba171596,892,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/Icons/marker-dot-icon.png,574c3a5cca85f4114085b6841596d62f00d7c892c7b03f28cbfa301deb1dc437,1466,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/Icons/marker-icon.png,896f8d061bc3a64c663e2ea898e371d80115df16e30f223c3371b443e13c4f3c,1676,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/Output/note.txt,8ae033b21835b8e34c1f9038b6e1cb5a74703666242e948a2b33c815dabfec23,63,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/Sounds/todo.txt,1c49f8140c4b652b209fa162f73d59aa078b164afb8757bd83aac98734afa38d,908,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/Ui_mainWindow.py,f49985d862f1d971192078522e5df43ddb17bf9c86553d0474d8b459131f8e69,34548,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/__init__.py,fa80d18011b0365a240dfb697a4f1670446ca854b5f8805ac5ef4cb2961f5ba7,54,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/badConnectionKiller.py,f448674661040290c78a5bf6ee6c5aea8aa82cca2d0f5c11fac301dfa2f92265,19569,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/configuration.py,d84647bda08d87698f47427dc96d0f2ed8bf192082a96657b22ed37b24c94fa1,8446,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Config/config.ini,2eba94d9cebd8a2ee3fbebc0c390460e8cb3cdb1a37ceb9c4b681b8101fd8f45,5272,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Config/locationsResolved.json,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,1,file,JSON,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Icons/marker-dot-icon.png,574c3a5cca85f4114085b6841596d62f00d7c892c7b03f28cbfa301deb1dc437,1466,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Icons/marker-icon.png,896f8d061bc3a64c663e2ea898e371d80115df16e30f223c3371b443e13c4f3c,1676,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Output/note.txt,dd2b8170e4ffd3ef87e7da900b2eabc02e8fbd8ccee3b3b46a98f1ad8de80417,80,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/Sounds/todo.txt,b80d13d36bbb8e8d7a1c4e5ce1e45015bebfffd15a3e538f1cbe4a11da8fd40d,255,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/configuration.py,fc0c3ae4045d040946295de0dc50d9c5c10bc76bf4c95b21d3b5830dafe97a04,8456,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/dist_exec/IPRadar2/requirements.txt,a084b7938b69ce2f8d06af8eed5595326dafeaa34097bbb0b24e8402a6fbf82b,928,file,Other,build-tooling,evidence/review-required,PR180-M001;PR180-C001,accounted
IPRadar2ForLinux,IPRadar2/firewallManager.py,9d51c8c8f9ef1273d89c06ac92b39b021d9e5c4d600a3cc05c41b613e8824cb4,3906,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/gen_exec_in_system.sh,2cb93ea7b63212f0653db84804277d01b2f21a4113a50d8d0ca870a0b95cc952,989,file,Shell,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/gen_exec_in_venv.sh,dc7a36906bb2c9130f712bfb0a90d1cc41bfd53c9029ae2b6f50e976c94dc955,1985,file,Shell,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/gen_py_from_ui.sh,318847161c06859935834e352563dc2041eeb02b839fe7db29305315ac59af8f,475,file,Shell,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/helper_functions.py,40aa0310e16f0971d257d34ff45157f12bcec9da14254fa3da9ffd7462f6979c,3813,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/hostResolver.py,6a7f61f17495e606a46357172a266b0fccbb1bcb83289aa548c44eaf28e55939,6301,file,Python,dns-name-resolution,evidence/review-required,PR180-M001;PR180-C003,accounted
IPRadar2ForLinux,IPRadar2/img/app1.jpg,1113cfc3675723719796ea50e2642d0a5c6040afc1f96a278bad2a2410e57fe5,626393,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/img/app2.jpg,c8ef003f66fda13cd1e4306868caeef9d9468b9030db82a0db5ab63aadbf855e,1149607,file,Other,media-assets,derived/non-authoritative,PR180-M001;PR180-C005,accounted
IPRadar2ForLinux,IPRadar2/init_app.py,cabfe61081959f1ac7fffa2ce04083602360bc9e1e02f3456f46bfa9013d1d52,17660,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/mainAppWindow.py,417a76f0b2e14a4bba50b8ab3722b675b9ea23e3d8360bb91b646fb15f987f7c,41733,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/mainWindow.ui,4a87d737455ef620f7b4a7e9e06a0f186e01a62a144319cecf1c296d862db244,38107,file,Other,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/node.py,30407f905008a45095d651fa60686daf394792d777dd8f05f6dcb8598a18d836,784,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/pingResolver.py,d86d46d719d7a7f752a5ace7ffd38ac963b03361f1ab8d0457b71b411c6f7a74,5534,file,Python,dns-name-resolution,evidence/review-required,PR180-M001;PR180-C003,accounted
IPRadar2ForLinux,IPRadar2/processor.py,f02011a4de355a3b2ee4fe7ef46e5c833a2f45573fc4a4acde1ce5cd57f2e9d3,105083,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006;PR180-S009,accounted
IPRadar2ForLinux,IPRadar2/pysharkSniffer.py,d79e5921f5d21202186402256787cd1ceb82a2e67ee11d8c603267e86b4be235,15087,file,Python,network-diagnostics-scanning,evidence/review-required,PR180-M001;PR180-C006,accounted
IPRadar2ForLinux,IPRadar2/requirements.txt,a084b7938b69ce2f8d06af8eed5595326dafeaa34097bbb0b24e8402a6fbf82b,928,file,Other,build-tooling,evidence/review-required,PR180-M001;PR180-C001,accounted
IPRadar2ForLinux,IPRadar2/updateRequirements.py,7ef54e102716e326c8797270a6eaccb598064a586458c987d9ad6560a4cd091b,365,file,Python,build-tooling,evidence/review-required,PR180-M001;PR180-C001,accounted
IPRadar2ForLinux,LICENSE,feb97f365ac0e4f31a881d35b3aa90ffb1eb7ac56a9fd26cc018a53b7f9a94b6,1070,file,Other,documentation-governance,evidence/review-required,PR180-M001;PR180-C004,accounted
IPRadar2ForLinux,README.md,fd19f05dc933d26ba91578d4b254eb4fecf12e5b4a85b762d1e9fdef1547556d,2225,file,Markdown,documentation-governance,evidence/review-required,PR180-M001;PR180-C004,accounted
IPRadar2ForLinux,READ_ME.txt,5dcbe94e7bcbc754a0085a51f5c460962c741d84146628dacbc55328542b9099,9318,file,Other,configuration,evidence/review-required,PR180-M001;PR180-C002,accounted
IPRadar2ForLinux,SECURITY.md,ba9643955bfcb04524a6fe5a8c2929b54abc2e67bb3480ce806e742d506e4dc9,619,file,Markdown,documentation-governance,evidence/review-required,PR180-M001;PR180-C004,accounted
IPRadar2ForLinux,TODO.txt,0ec7c573a236b56583a3cfd731bf27812025ad025f5c23dbd8da7d1b2759ee1e,9290,file,Other,configuration,evidence/review-required,PR180-M001;PR180-C002,accounted
IPRadar2ForLinux,pyvenv.cfg,11b53c9d257e6512db3fa09d876cb09a4b11ad160a7acf27594194513d124625,211,file,Other,runtime-core,evidence/review-required,PR180-M001;PR180-C007,accounted
IPRadar2ForLinux,readme_pypi_commands.txt,97323c22325789d025a17504e9bd5f7402cda0307b80dc96f10d0734478411e4,4664,file,Other,documentation-governance,evidence/review-required,PR180-M001;PR180-C004,accounted
IPRadar2ForLinux,setup.py,c21d960105db8b5b8ec48bd45455dab1f2458ab073570520de045d6e589d8e8c,2974,file,Python,runtime-core,evidence/review-required,PR180-M001;PR180-C007,accounted
SNI-Spoofing-Go,.git/HEAD,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80,21,file,Other,runtime-core,evidence/review-required,PR180-M002;PR180-C013,repository metadata retained for strict accountability; excluded by skill inventory
SNI-Spoofing-Go,.git/config,d62fa332c8ed3cdd7c305ac5a5b1acabf24cc58061156a98e10e04f6138ef49f,316,file,Other,configuration,evidence/review-required,PR180-M002;PR180-C009,repository metadata retained for strict accountability; excluded by skill inventory
SNI-Spoofing-Go,.git/description,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee,73,file,Other,runtime-core,evidence/review-required,PR180-M002;PR180-C013,repository metadata retained for strict accountability; excluded by skill inventory
